tic_id,best_subject_id,best_subject_sector,is_eb_catalog,eb_score_group,eb_score,num_votes_eb,num_votes_transit,num_users,num_comments,updated_at,best_subject_img_id,num_subjects,sectors,subject_ids,SIMBAD_MAIN_ID,SIMBAD_Is_EB,SIMBAD_OTYPES,SIMBAD_V__vartyp,SIMBAD_angDist,SIMBAD_Match_Score,VSX_OID,VSX_n_OID,VSX_V,VSX_Name,VSX_Is_EB,VSX_Type,VSX_Period,VSX_angDist,VSX_Match_Score,ASASSN_Name,ASASSN_URL,ASASSN_Is_EB,ASASSN_Type,ASASSN_Prob,ASASSN_Per,ASASSN_angDist,ASASSN_Match_Score
169173084,58295718,34,T,03,3,3,0,3,3,2021-03-16 21:11:16.653000+00:00,9e1e6722-a715-4155-b676-4d8138e1d024,1,34,58295718,CRTS J082832.7-022908,T,EB*|*|EB?,EW:,0.000689,3.0,376819,B,0,CSS_J082832.7-022908,T,EW,0.6293551,0.392559,1.0,J082832.71-022908.7,https://asas-sn.osu.edu/variables/386593,T,EW,1.0,0.6293611,0.392847,4.0
169175441,37755624,15,T,03,3,3,0,4,4,2020-05-09 09:38:39.631000+00:00,bbd6c96f-56b0-4327-9e69-2bc5e0bb88f3,1,15,37755624,TYC 3144-332-1,T,El*|EB*|Er*|*|IR,E,,5.0,244861,B,0,KID 06462057,F,ELL,0.478709,0.080259,1.0,,,-,,,,,
169181296,37753354,15,T,01,1,1,0,2,3,2019-10-27 12:42:55.510000+00:00,8a02f6fb-a312-49d6-93f5-136c49046da8,1,15,37753354,ASAS J194905+4024.6,T,Pu*|EB*|EB*|Er*|V*|V*|Pu*|*|IR,PULS,,5.0,141013,B,0,HAT 199-27597,T,EW,0.377264,0.089608,1.0,J194904.79+402436.6,https://asas-sn.osu.edu/variables/225642,T,EW,0.957,0.3772702,0.438457,4.0
169225390,33220718,9,-,00-,-1,1,2,2,2,2019-05-31 02:37:04.890000+00:00,dfaf7459-f48a-4e77-be9e-df8a4bdcadf5,1,9,33220718,*  33 Sex,-,PM*|*|IR|X,,,5.0,,,,,-,,,,,,,-,,,,,
169226822,33263951,9,T,01,1,1,0,2,2,2019-05-21 15:25:20.837000+00:00,66038c95-4e31-4cf8-86ff-4023244f86a4,1,9,33263951,BD-03  2978,-,V*|*|IR,,,5.0,1546455,,0,WASP-127,T,EP,4.178062,0.009756,1.0,,,-,,,,,
169248671,60051726,35,-,01,1,1,0,1,1,2021-04-15 20:25:31.581000+00:00,5ff32db1-9f05-4e23-8e83-52ad09c67b45,1,35,60051726,TYC 4913-647-1,-,*|IR,,,3.0,,,,,-,,,,,,,-,,,,,
169249046,60847811,35,T,01,1,1,0,1,1,2021-05-09 07:45:12.954000+00:00,a36c777d-1761-4fc2-9ac8-f191cacb13a9,1,35,60847811,ASAS J104341-0105.8,T,EB*|V*|*|IR,E,,3.0,92071,B,0,ASAS J104341-0105.8,T,EC,0.77892,0.087055,1.0,J104341.29-010546.5,https://asas-sn.osu.edu/variables/338753,-,VAR,0.319,0.0,0.546948,4.0
169249901,41425108,9,F,01,1,1,0,1,1,2020-03-30 16:54:47.196000+00:00,436e4942-abe4-4117-b353-7d22e5392f3c,1,9,41425108,,-,,,,,,,,,-,,,,,J104324.60-044947.4,https://asas-sn.osu.edu/variables/190665,F,ROT,0.94,5.99596,0.590548,4.0
169265855,51627513,29,-,01,1,1,0,2,2,2020-11-16 17:55:49.927000+00:00,0a4a43b4-e7b7-4149-a010-e5ca2f9e8901,1,29,51627513,UCAC4 277-216984,-,PM*|*|IR,,,4.0,,,,,-,,,,,,,-,,,,,
169286196,51645831,29,T,01,1,3,2,8,9,2020-11-22 21:57:19.959000+00:00,13ba60ff-321b-4080-babb-983a928fc4a2,1,29,51645831,CPD-31  6830,-,**|V*|*|IR|X,,,2.0,123308,B,0,CX Scl,T,EA+DSCT,0.8834334,0.298738,1.0,J234520.29-310025.4,https://asas-sn.osu.edu/variables/119788,-,GCAS,0.408,0.0,1.089813,0.0
169316288,36045341,13,-,02,2,2,0,2,2,2019-10-15 18:24:58.848000+00:00,41aea647-cc65-4c6e-8dd8-a7d969665545,1,13,36045341,CD-28 15883,-,PM*|*|IR,,,4.0,,,,,-,,,,,,,-,,,,,
169319248,56363474,32,T,04,4,4,0,4,4,2021-02-07 13:53:05.073000+00:00,bfd7e273-9b2f-417d-a7c2-eb0531c3efbf,1,32,56363474,HD  32615,T,EB*|V*|*|IR,E,,5.0,76914,B,0,ASAS J050351-1541.9,T,EA,7.279176,0.089634,1.0,J050351.16-154153.2,https://asas-sn.osu.edu/variables/145380,-,VAR,0.751,0.0,0.725642,4.0
169395046,56368240,32,T,04,4,4,0,4,4,2021-02-06 04:09:59.410000+00:00,d4b71423-4844-4628-82b4-ce176c975a94,1,32,56368240,ATO J076.7715-17.6157,T,*|EB?|IR,EA:,0.0029,5.0,,,,,-,,,,,J050705.16-173656.6,https://asas-sn.osu.edu/variables/AP19342242,T,EA,1.0,2.1466793,0.100311,4.0
169396430,56370784,32,F,01,1,1,0,1,1,2021-02-07 18:04:49.730000+00:00,7cb3a206-f9b1-451f-9400-4f383be5276d,1,32,56370784,HD  33071,F,Ro*|*|IR,rot,,5.0,,,,,-,,,,,,,-,,,,,
169398211,56375302,32,-,01,1,1,0,3,3,2021-02-05 16:27:50.954000+00:00,1d4bc7ea-b2ef-4c65-9d8f-6a67f0a92347,1,32,56375302,TYC 5901-852-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
169398679,56359353,32,-,02,2,2,0,2,2,2021-02-06 12:16:57.614000+00:00,b95ac9ad-f4ff-4c06-be21-d0ae61538bb3,1,32,56359353,HD  33195,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
169458450,37777439,15,T,01,1,1,0,1,1,2019-12-22 17:41:29.826000+00:00,e4328685-478a-4176-812f-e0d8fa90a564,1,15,37777439,KOI-6124,T,EB*|EB*|**|*|IR,E,,5.0,243517,B,0,KID 05034333,F,HB,6.93228,0.01777,1.0,J194936.12+400857.6,https://asas-sn.osu.edu/variables/228792,F,HB,,0.0,0.69398,4.0
169467727,37777415,15,T,00-,0,1,1,2,2,2019-10-30 10:50:28.052000+00:00,b4f05e11-a37e-4b25-9ef6-1721b8af1d1a,1,15,37777415,KOI-1036,T,EB*|EB*|*|*|IR,ROT,,5.0,243395,B,0,KID 05982353,T,EA,19.563351,0.142822,1.0,,,-,,,,,
169468632,34555529,11,F,01,1,1,0,1,1,2019-07-12 12:36:43.503000+00:00,a524f5dd-7998-485c-a2ee-187142165b6b,1,11,34555529,* H Cen,F,Pu*|Pu*|V*|*|IR|UV,,,5.0,8242,B,0,V0945 Cen,F,ELL,0.6495929,0.035189,1.0,,,-,,,,,
169530854,56359501,32,-,00-,0,1,1,1,1,2021-02-03 14:09:56.808000+00:00,b73b0b9e-27f4-485e-a266-00cade71f39c,1,32,56359501,HD  33857,-,**|*|IR,,,3.0,,,,,-,,,,,,,-,,,,,
169532543,30920656,5,T,03,3,3,0,3,3,2019-03-11 02:59:33.895000+00:00,2a6e3c46-8b1c-46be-9385-938142a8697f,3,"5,5,5","30920656,30920646,30920651",V* RR Lep,T,EB*|V*|*|IR,E,,5.0,17289,B,0,RR Lep,T,EB,0.915428,0.072531,1.0,J051210.57-131158.7,https://asas-sn.osu.edu/variables/145348,-,VAR,0.39,0.0,0.880772,4.0
169534701,30920985,5,-,01,1,1,0,1,1,2019-03-01 16:57:41.870000+00:00,da1371dd-d2cc-4e9f-9df9-8863647bd5bc,1,5,30920985,2MASS J05123749-1619242,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
169553449,56362756,32,-,01,1,1,0,1,1,2021-02-07 17:47:16.969000+00:00,0c726347-7386-42fb-9ce2-72a08623b51e,1,32,56362756,HD  34045,-,*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
169573910,36049890,13,T,02,2,2,0,4,4,2020-05-01 23:20:42.117000+00:00,5aeda980-c69e-4b7d-991b-f2f6a027172b,1,13,36049890,V* V5572 Sgr,T,EB*|V*|*|IR|UV,,,3.0,50731,B,0,V5572 Sgr,T,EA,1.43979,0.001849,1.0,J193203.24-281248.4,https://asas-sn.osu.edu/variables/132828,-,VAR,0.289,0.0,3.787411,4.0
169662927,58399181,34,-,01,1,1,0,2,2,2021-03-16 14:10:18.342000+00:00,666c2ed3-68e3-4b27-b318-05e8cad7206e,2,"34,7","58399181,32018565",HD  65740,-,*|IR|UV,,,3.0,,,,,-,,,,,,,-,,,,,
169745547,28567664,2,-,01,1,1,0,1,1,2018-12-18 19:23:57.527000+00:00,2bae1031-6b0b-49ad-a9bd-3effb7baeebd,1,2,28567664,BD-15  6408,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
169766937,28567842,2,-,01,1,1,0,1,1,2018-12-16 22:54:13.590000+00:00,69c12dcb-7088-48cc-b62e-fc632052511f,1,2,28567842,TYC 6396-386-1,-,PM*|**|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
169770571,31792371,7,-,05,5,5,0,5,5,2019-04-15 20:30:57.890000+00:00,373cc322-6a04-482f-afc6-894b72d456b6,4,"7,7,7,7","31792371,31792378,31792368,31792374",TYC 4858-1030-1,-,SB*|V*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
169786455,34549149,11,F,02,2,2,0,2,2,2019-07-12 06:24:03.991000+00:00,c40ad693-f1dd-4d63-a0cc-e77191359f3b,1,11,34549149,V* V856 Cen,F,Pu*|V*|bC*|*|IR|UV,,,5.0,8153,B,0,V0856 Cen,F,BCEP,0.254539,0.018543,1.0,J125736.51-494651.9,https://asas-sn.osu.edu/variables/646733,-,GCAS:,0.362,0.0,3.061046,4.0
169814134,37766892,15,T,01,1,1,0,1,1,2019-10-26 14:09:27.797000+00:00,ec2fcde8-2356-4f58-a24b-dae19d965fdc,2,"15,14","37766892,36977417",ASAS J195034+4014.2,T,EB*|EB*|EB*|EB*|Er*|EB*|V*|*|EB?|IR,E,,5.0,140644,B,0,HAT 199-12172,T,EW,0.707831,0.16083,1.0,J195033.62+401409.8,https://asas-sn.osu.edu/variables/224676,T,EW,0.999,0.7078419,0.101522,4.0
169815759,37776143,15,T,02,2,2,0,4,4,2019-10-30 14:30:00.277000+00:00,13aa3da6-3109-4655-a8fb-a4d51cfba8d7,1,15,37776143,V* V380 Cyg,T,EB*|SB*|V*|*|IR|UV,E,,5.0,11300,B,0,V0380 Cyg,T,EA/DM,12.425612,0.044311,1.0,J195037.39+403600.9,https://asas-sn.osu.edu/variables/220049,-,GCAS:,0.377,0.0,1.933189,4.0
169815918,37769151,15,T,03,3,3,0,5,5,2019-10-31 17:31:34.601000+00:00,ea2a2ce1-e72d-4835-b38d-93d7b2f29153,1,15,37769151,ASAS J195049+4038.6,T,EB*|EB*|EB*|V*|*|IR,E,,5.0,,,,,-,,,,,J195048.81+403832.3,https://asas-sn.osu.edu/variables/225589,T,EA,1.0,0.9628386,0.91954,4.0
169819162,37757298,15,T,01,1,2,1,3,3,2020-05-09 19:58:48.735000+00:00,0905798e-c054-4dd9-b16b-d4998b59e242,1,15,37757298,KOI-5243,T,EB*|*|*|IR,E,,3.0,253170,B,0,KID 06145939,T,EA,35.493024,0.327876,1.0,,,-,,,,,
169820068,37767212,15,T,02,2,3,1,5,6,2022-01-24 20:07:59.839000+00:00,1b09da08-b291-4514-abea-62b3a6d4a6b0,1,15,37767212,KOI-1120,T,EB*|EB*|Ro*|*|*|IR,rot,,5.0,243449,B,0,KID 06307537,T,EA,29.743965,0.014084,1.0,,,-,,,,,
169904935,58296676,34,-,00-,0,1,1,4,4,2021-03-29 20:51:31.958000+00:00,0a9104ad-fb82-451d-8ce4-5562edd4637d,1,34,58296676,BD-10  2351,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
170112986,58287679,34,-,06,6,6,0,6,7,2021-03-18 22:14:13.338000+00:00,9ab001fb-20fe-41ef-ba00-18d56f7cfacd,1,34,58287679,,-,,,,,,,,,-,,,,,,,-,,,,,
170161682,59203982,34,-,00-,-2,5,7,9,11,2021-03-30 14:11:56.966000+00:00,41a0d7d8-041d-409e-9b15-e3b048436cdf,1,34,59203982,TYC 7639-1208-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
170224449,56953953,33,-,02,2,2,0,3,3,2021-02-14 22:25:22.622000+00:00,37b6f97e-6806-4107-b4ed-b3e8d4d16fe1,2,"33,34","56953953,58297768",TYC 8121-314-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
170246850,37774191,15,T,04,4,4,0,5,5,2020-05-10 21:06:56.823000+00:00,333bd1af-fd4b-40a2-be7a-14c7b26e9f24,2,"15,14","37774191,36960539",KOI-6678,T,EB*|EB*|*|IR,E,,5.0,243433,B,0,KID 06228703,T,EA,8.400406,0.040952,1.0,,,-,,,,,
170265784,31992078,7,-,01,1,1,0,1,1,2019-04-16 07:43:02.181000+00:00,7ad86a39-dba9-4f20-a7e8-33f00cbcf9cf,1,7,31992078,HD  67327,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
170344769,37754044,15,T,04,4,4,0,5,5,2020-05-10 21:18:24.259000+00:00,51a777c3-e71a-4b0d-bcf3-bf04485f897a,2,"15,14","37754044,36976576",Kepler-1647,T,EB*|EB*|*|*|IR,E,,5.0,243535,B,0,KID 05473556,T,EA,11.258815,0.131289,1.0,,,-,,,,,
170366621,57000885,33,-,01,1,1,0,1,1,2021-02-13 12:47:40.288000+00:00,ed701384-33a0-405c-ab9c-c7e2330b834d,1,33,57000885,HD  50860,-,**|*|IR|UV,,,3.0,,,,,-,,,,,,,-,,,,,
170402154,58383260,34,-,05,5,6,1,7,7,2021-03-22 20:40:26.021000+00:00,20f19e24-f546-4402-9c87-f80daf8180cd,1,34,58383260,TYC 7640-1348-1,-,*|IR,,,4.0,,,,,-,,,,,,,-,,,,,
170516068,34107113,10,-,00-,0,1,1,1,1,2019-06-29 17:55:29.373000+00:00,2b2fcad7-eac1-4a3f-9c41-b74e7664eec5,1,10,34107113,HD 107247,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
170627705,62811353,37,-,03,3,3,0,3,3,2021-06-26 13:38:36.548000+00:00,c17c0519-1330-4cc7-bfd7-671e652a3025,1,37,62811353,,-,,,,,,,,,-,,,,,,,-,,,,,
170634116,54445351,31,T,01,1,1,0,4,4,2021-01-13 15:05:04.279000+00:00,f2ff9117-6fd9-45e1-8e0c-0d9d58a1af96,2,"31,32","54445351,56372115",CD-30  1812,-,V*|*|*|IR,,,3.0,409057,B,0,WASP-79,T,EP,3.6623817,0.014024,1.0,,,-,,,,,
170635351,30179207,4,T,05,5,5,0,5,5,2019-02-11 15:17:09.506000+00:00,58cb7b84-b5b6-4976-a923-90d057ac4208,6,"4,5,5,4,5,5","30179207,30904206,30904209,30179213,30904207,30904212",CD-34  1686,T,EB*|V*|*|IR,,,5.0,76175,B,0,ASAS J042554-3426.4,T,ESD|ED,13.68,0.062579,1.0,J042554.06-342620.4,https://asas-sn.osu.edu/variables/152817,F,ROT:,0.851,0.0,3.208025,4.0
170636418,56362636,32,-,01,1,1,0,2,2,2021-02-06 20:26:31.580000+00:00,66ecb6d7-366a-44c1-a98e-e9530e4c0027,1,32,56362636,HD  28313,-,*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
170637811,30256938,4,T,04,4,4,0,4,4,2019-02-15 22:05:39.534000+00:00,afd3f5a4-347c-42f6-9dd0-dc5cfffeeea1,3,"4,4,4","30256938,30256954,30256946",ASAS J042702-3255.7,T,EB*|V*|*|IR,,,5.0,76198,B,0,ASAS J042702-3255.7,T,EA,3.0641,0.055205,1.0,J042701.74-325539.9,https://asas-sn.osu.edu/variables/152872,T,EB,0.948,3.0643379,1.302976,4.0
170676440,30971073,5,T,05,5,5,0,5,5,2019-03-11 20:53:24.072000+00:00,cd1e90d2-aeb4-4b3e-8b8a-2589e6e10e04,6,"5,5,5,5,4,4","30971073,30971069,30971064,30971078,30274523,30274534",V* CT Eri,T,EB*|**|SB*|V*|*|IR,E,,5.0,14101,B,0,CT Eri,T,EB,0.6342,0.085646,1.0,J042924.80-333436.3,https://asas-sn.osu.edu/variables/152783,-,VAR,0.323,0.0,1.998584,4.0
170699229,30923956,5,-,01,1,1,0,1,1,2019-03-02 07:03:49.314000+00:00,c83960ba-e17e-487c-b3ca-82cf523eb8a1,1,5,30923956,1RXS J043137.9-304237,-,LM*|*|IR|X,,,4.0,,,,,-,,,,,,,-,,,,,
170729393,30929440,5,-,01,1,1,0,2,2,2019-03-13 23:15:46.138000+00:00,0e109f50-490f-468e-a136-3154693111d4,1,5,30929440,HD  28884,-,**|*|IR|UV,,,3.0,,,,,-,,,,,,,-,,,,,
170729895,54439214,31,-,02,2,2,0,2,2,2021-01-08 18:41:03.337000+00:00,ba218faf-12d1-495a-8032-001b9202e3de,3,"31,32,4","54439214,56372045,30172541",HD  28913,-,*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
170735592,37780725,15,T,03,3,3,0,3,3,2019-10-26 20:22:17.798000+00:00,317db024-5079-4a99-bd4d-3abdbc9121e5,2,"15,14","37780725,36961933",KOI-6138,T,EB*|EB*|Er*|V*|*|IR,E,,5.0,140813,B,0,HAT 199-16913,T,EA,8.412441,0.065221,1.0,J195354.25+410447.4,https://asas-sn.osu.edu/variables/225614,T,EA,0.997,8.4120129,0.389029,4.0
170749770,54444803,31,T,07+,8,8,0,8,9,2021-01-12 20:39:49.824000+00:00,f4612d20-c36d-4336-bf6d-29cae5bc5f5c,9,"31,32,4,5,5,5,5,4,4","54444803,56375000,30266226,30902903,30902906,30902897,30902901,30266237,30266230",GSC 07041-00214,T,EB*|**|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
170786634,54443453,31,-,02,2,2,0,2,2,2021-01-08 10:58:39.802000+00:00,c2e2c584-d24e-4401-a859-26e08da06ed8,2,"31,5","54443453,30884432",HD  29435,-,*|IR|UV,,,5.0,305189,B,0,HIP 21486,-,VAR,0.62978,0.090183,1.0,J043650.72-304256.1,https://asas-sn.osu.edu/variables/83409,-,VAR,0.734,530.077895,5.119335,2.0
170804079,54459398,31,F,03,3,3,0,4,4,2021-01-10 19:25:54.735000+00:00,f274b219-fa1c-454d-b7f9-2ef669eada84,1,31,54459398,ATO J069.8209-32.8629,F,Pu*|*|IR|RR?,PULS,,5.0,76388,B,0,ASAS J043917-3251.8,F,RRC,0.286085,0.066542,1.0,J043916.98-325147.3,https://asas-sn.osu.edu/variables/152382,F,RRC,0.977,0.2860855,0.781262,4.0
170849515,30906597,5,-,00-,-1,1,2,3,3,2019-03-13 12:36:17.428000+00:00,0d7e7184-a494-4e42-b116-471f6eabb388,3,"5,31,5","30906597,54440948,30906600",UCAC4 289-005160,-,*|IR,,,1.0,,,,,-,,,,,,,-,,,,,
170889511,60848522,35,-,00-,-3,2,5,6,7,2021-05-09 20:36:00.611000+00:00,59186f14-7899-4310-ac07-a318bd4b1b48,1,35,60848522,HD  80133,-,PM*|*|IR|X,,,5.0,,,,,-,,,,,,,-,,,,,
170891257,32568912,8,-,00-,0,2,2,2,2,2019-04-28 14:20:11.924000+00:00,c05603ec-7dcf-4e7b-9ff5-0a840682806e,1,8,32568912,BD-01  2238,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
170937974,37779675,15,T,02,2,2,0,3,3,2020-05-09 14:34:27.659000+00:00,a1c87d1c-a0e8-4c30-8703-e020b968708e,1,15,37779675,ATO J298.5607+37.6631,T,EB*|V*|EB*|*|EB?|IR,E,,5.0,141087,B,0,HAT 199-35975,T,E,0.8063,0.046892,1.0,J195414.63+373947.4,https://asas-sn.osu.edu/variables/204076,T,EB,1.0,0.806117,0.66174,4.0
171084337,40147953,19,-,02,2,2,0,2,2,2020-02-07 22:26:19.442000+00:00,7a27f73c-9724-41a9-a904-2cf787416cbe,1,19,40147953,HD 282258,-,*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
171158545,40137963,19,T,02,2,4,2,5,5,2020-02-05 20:48:05.018000+00:00,ab31ce49-d153-403a-b7fd-6a7f70c8e412,1,19,40137963,HAT 171-06079,T,*|EB?|IR,,,5.0,285089,B,0,HAT-171-0006079,T,E,24.3810801,0.038575,1.0,,,-,,,,,
171299739,40875148,20,-,02,2,2,0,3,3,2020-03-10 10:22:13.746000+00:00,a0797c99-8d75-482c-9d26-2436db939c2e,1,20,40875148,TYC 1937-1335-1,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
171419257,37754352,15,-,00-,0,2,2,4,5,2020-05-10 09:09:27.257000+00:00,d61e3f91-94e3-46fd-9905-7351b3600765,1,15,37754352,,-,,,,,,,,,-,,,,,,,-,,,,,
171501062,37751768,15,T,01,1,1,0,1,1,2019-10-27 09:23:13.003000+00:00,12fd6c10-16ec-4c53-976f-22b1c3c056ca,1,15,37751768,TYC 3141-281-1,T,EB*|EB*|*|IR,EB*,,3.0,,,,,-,,,,,,,-,,,,,
171502734,36960012,14,T,01,1,1,0,1,1,2019-09-27 02:46:25.732000+00:00,91339a51-7889-48d4-8a74-d49179a04fd9,2,"14,15","36960012,37768634",HD 188891,T,EB*|Er*|**|*|IR|UV,EB*,,5.0,,,,,-,,,,,,,-,,,,,
171882709,37778261,15,T,01,1,1,0,1,1,2019-10-24 17:27:21.453000+00:00,7d0bae17-1a0b-4503-8936-cdeed6a228fc,1,15,37778261,TYC 3141-190-1,T,Ro*|EB*|EB*|*|IR,E,,5.0,245171,B,0,KID 05821050,T,E,1.933279,0.095212,1.0,,,-,,,,,
171970567,36964039,14,-,02,2,3,1,3,3,2019-10-15 12:36:53.821000+00:00,94c351ec-7e11-4b7e-8f95-f8b38cea9ab9,1,14,36964039,,-,,,,,,,,,-,,,,,,,-,,,,,
171977235,37777389,15,-,01,1,1,0,2,2,2019-10-29 11:32:34.362000+00:00,fef8f2a9-c20d-4576-ada9-c2d5506be1b5,1,15,37777389,HD 189178,-,SB*|SB*|**|*|IR|UV,,,3.0,,,,,-,,,,,,,-,,,,,
172027188,31357912,6,-,01,1,1,0,1,1,2019-03-24 19:45:11.092000+00:00,6ac9210c-decd-4233-a3dd-22a33dea8bb8,1,6,31357912,HD  46187,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
172036040,40853603,20,-,01,1,1,0,1,1,2020-03-22 10:59:20.519000+00:00,6d2cf75e-50f4-4ce9-b03e-929d732a00cd,1,20,40853603,UCAC4 601-033776,-,PM*|*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
172044456,65541908,39,T,02,2,2,0,2,2,2021-08-12 12:37:34.279000+00:00,f1d771e0-f2ec-4145-82cf-b06c33455f18,1,39,65541908,CD-55  7001,T,EB*|PM*|V*|**|*|IR,ED,,5.0,104414,B,0,ASAS J170220-5555.7,T,EA,0.95866,0.069249,1.0,J170219.13-555542.0,https://asas-sn.osu.edu/variables/427522,-,VAR,0.33,0.0,3.842224,4.0
172078875,32062378,7,-,00-,-1,1,2,3,4,2019-12-26 18:16:41.667000+00:00,4f1258f4-36e3-44eb-8363-d4ea0ab485bc,1,7,32062378,,-,,,,,,,,,-,,,,,,,-,,,,,
172171873,40882851,20,T,02,2,2,0,3,3,2020-03-17 09:47:51.026000+00:00,44a7596c-ae5b-4f24-bdf7-4fd33d35b7a7,1,20,40882851,V* WW Aur,T,EB*|SB*|V*|*|IR|UV,E,,5.0,3807,B,0,WW Aur,T,EA/DM,2.52501922,0.063419,1.0,,,-,,,,,
172193428,56999876,33,-,00-,-2,2,4,4,4,2021-02-15 15:12:29.399000+00:00,1f137f9b-0288-4ebf-9e13-8e93ef36c1ca,2,"33,7","56999876,31856927",TYC 6520-198-1,-,*|IR,,,1.0,,,,,-,,,,,,,-,,,,,
172224309,40860301,20,-,04,4,4,0,6,6,2020-03-11 09:16:26.678000+00:00,7a125aa8-1504-4c2f-9d93-d5194cae2e63,1,20,40860301,TYC 2430-417-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
172274437,37769155,15,T,02,2,2,0,2,2,2019-10-31 09:43:47.400000+00:00,2b93b06a-0bfa-430d-8c6b-88394c1ffeef,1,15,37769155,ATO J299.5124+39.4109,T,EB*|V*|V*|EB*|*|IR,E,,5.0,141094,B,0,HAT 199-37316,T,E,0.4889,0.093102,1.0,J195803.03+392439.0,https://asas-sn.osu.edu/variables/203966,F,RRC,0.981,0.2444645,0.746957,4.0
172308091,56979814,33,-,00-,-1,2,3,7,8,2021-02-14 04:51:41.272000+00:00,e57c2de1-77b2-4a64-9d92-34b1c91d18a6,1,33,56979814,TYC 6516-1442-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
172361463,56972245,33,-,03,3,3,0,5,5,2021-02-19 10:49:25.778000+00:00,6813ac7d-2969-42de-b1ee-d82227e16ad5,2,"33,6","56972245,31816471",,-,,,,,,,,,-,,,,,,,-,,,,,
172421004,40890221,20,T,01,1,1,0,2,2,2020-03-11 11:02:31.665000+00:00,4913c9c0-b73e-42a8-b5eb-96b3582bd915,1,20,40890221,V* V459 Aur,T,EB*|V*|*|IR|UV,,,5.0,4221,B,0,V0459 Aur,T,EB,1.062637,0.012892,1.0,J063537.59+323437.1,https://asas-sn.osu.edu/variables/213831,-,VAR,0.39,0.0,0.897052,4.0
172422394,36977817,14,T,03,3,3,0,4,4,2020-05-02 00:28:30.720000+00:00,18798b5a-c1c6-4593-badd-537dd2b1699b,2,"14,15","36977817,37752787",KOI-6134,T,EB*|EB*|EB*|V*|*|IR,E,,5.0,140876,B,0,HAT 199-19185,T,EA,4.80877396,0.022046,1.0,J195852.85+405413.4,https://asas-sn.osu.edu/variables/215897,T,EA,0.999,4.808774,1.414959,4.0
172431974,37767165,15,T,04,4,4,0,4,4,2020-05-10 19:16:47.560000+00:00,89863ddc-14b5-4a5a-bc9d-a2b273c0d558,2,"15,14","37767165,36967801",HD 226934,T,EB*|EB*|V*|*|IR,E,,5.0,140447,B,0,HAT 199-08118,T,E,2.3448,1.131417,1.0,J195850.12+391951.3,https://asas-sn.osu.edu/variables/203695,-,VAR,0.276,0.0,0.815402,4.0
172462064,31803001,6,-,04,4,4,0,4,4,2019-04-01 10:26:15.857000+00:00,a25f6ef9-f6ce-4496-a2f7-cccddc4e1cc6,2,"6,7","31803001,32016677",CD-29  3335,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
172463638,56958638,33,T,03,3,3,0,4,4,2021-02-14 21:54:14.792000+00:00,89c6c6d2-a67f-4bc5-85f0-580503354f6a,1,33,56958638,TYC 6520-530-1,-,*|IR,,,5.0,80677,B,0,ASAS J064045-2815.2,T,ED,3.2737,0.09191,1.0,J064045.55-281515.9,https://asas-sn.osu.edu/variables/61682,T,EA,1.0,3.2736256,0.479465,4.0
172464366,31786248,7,-,00-,0,2,2,5,6,2019-04-18 13:01:30.863000+00:00,fb674766-790a-4916-96b4-7554f9504126,4,"7,6,6,7","31786248,31329122,31329114,31786251",TYC 6516-842-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
172467026,56960830,33,-,02,2,2,0,2,2,2021-02-13 15:15:36.884000+00:00,48541de1-3ce2-47dd-8aad-27be33f275c4,1,33,56960830,HD  48148,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
172517058,41016724,21,-,05,5,5,0,7,7,2020-03-18 11:18:19.522000+00:00,a3c7b835-8fa5-4314-9f71-0cdbdf3b1f27,1,21,41016724,,-,,,,,,,,,-,,,,,,,-,,,,,
