tic_id,By_User_Ranks_001,By_User_Ranks_002,By_User_Ranks_003-5,By_User_Ranks_006-20,By_User_Ranks_021-50,By_User_Ranks_051-100,By_User_Ranks_101+
7418947,False,False,False,False,True,True,True
7439481,False,False,False,False,False,False,True
7441558,False,True,False,True,False,False,True
7484436,True,True,True,False,True,False,False
7551387,False,False,False,False,False,True,False
7589380,False,True,False,True,True,True,False
7624182,False,False,False,False,False,True,False
7652962,False,False,False,False,True,False,False
7690559,False,False,False,False,False,False,True
7695666,True,False,True,True,False,True,True
7697330,False,False,False,False,False,False,True
7720507,True,True,False,True,True,False,True
7724421,True,True,True,True,True,False,True
7791094,False,False,False,True,False,True,False
7808834,True,False,False,True,False,False,True
7809817,False,False,False,False,True,True,False
7847220,False,False,False,False,False,False,True
7848746,True,False,False,True,False,True,False
7849727,True,True,False,True,True,True,True
7851729,True,True,False,False,False,False,False
7854182,True,True,True,True,True,True,True
7867385,False,False,False,False,True,False,False
8008612,False,True,False,False,False,False,False
8053446,False,False,False,False,False,False,True
8070739,False,False,False,True,False,False,False
8152515,False,False,False,True,False,False,False
8153514,True,True,False,False,False,False,True
8200343,True,False,False,False,True,False,False
8245065,False,False,False,True,False,False,True
8280837,False,False,False,False,True,False,False
8413737,False,False,False,False,False,True,False
8416296,False,False,False,False,False,False,True
8417276,True,False,False,False,False,False,False
8423012,True,True,False,False,True,False,False
8444713,True,True,False,True,False,False,False
8592033,True,True,False,True,False,False,True
8624617,True,True,True,True,False,False,True
8669966,True,True,False,True,False,False,False
8673277,True,False,False,True,True,False,True
8677671,True,False,False,False,False,False,True
8766412,False,False,False,False,True,False,False
8769657,True,False,False,True,False,False,False
8772485,False,False,False,False,True,False,False
8865471,False,False,False,False,False,False,True
8895896,True,False,False,False,False,False,False
8964552,False,False,True,False,False,False,False
8989778,False,False,False,False,False,True,True
9028002,False,False,False,False,False,False,True
9029822,False,False,False,True,True,False,True
9032812,False,False,False,False,False,False,True
9033144,False,False,False,False,False,True,False
9036901,True,True,False,True,True,False,True
9054318,True,False,False,True,False,True,False
9054370,True,True,False,True,False,True,True
9057422,True,True,False,False,False,False,True
9058724,True,True,True,False,False,False,True
9067143,True,True,False,False,False,False,True
9070070,False,False,False,False,True,False,True
9146275,False,False,False,False,False,True,False
9165090,False,False,False,False,False,True,False
9172417,False,True,False,True,True,False,True
9209932,False,False,True,True,False,False,False
9216075,False,False,True,False,False,False,False
9273803,False,False,False,False,False,False,True
9348655,False,False,False,True,False,False,False
9361438,True,False,True,True,False,False,False
9380768,True,True,True,True,True,True,False
9381557,True,True,True,True,False,False,True
9384580,False,False,False,True,True,False,False
9391285,True,False,False,False,True,False,True
9433212,True,False,True,True,True,True,True
9461737,False,False,False,False,False,False,True
9473243,True,True,False,True,True,False,True
9588485,True,True,True,False,False,True,False
9632550,False,False,False,True,False,True,False
9677272,False,False,False,False,False,False,True
9692649,False,False,False,True,False,False,False
9708387,False,False,False,False,False,True,False
9727392,False,False,True,False,False,False,True
9729491,False,False,False,False,False,True,False
9779230,True,True,False,True,True,True,True
9787427,False,False,False,False,False,False,True
9805120,False,False,True,False,False,False,False
9825731,False,False,False,False,True,False,False
9845586,True,False,True,False,True,False,False
9858404,False,False,False,True,False,False,False
9886075,True,False,False,False,False,False,False
9887737,True,True,False,True,False,True,False
9945183,True,True,True,True,False,True,True
9966358,False,False,False,True,False,False,False
10022184,False,False,False,False,False,False,True
10057647,True,False,False,True,False,False,True
10070522,False,False,False,True,False,False,False
10111251,False,False,True,True,False,False,False
10171418,True,False,False,False,True,True,True
10393493,True,False,False,True,True,True,False
10467747,False,False,False,False,True,True,False
10666479,False,False,False,False,True,False,False
10756751,False,False,True,True,True,True,True
10763551,True,True,False,True,False,True,False
10784960,False,False,False,False,False,False,True
10823084,True,False,False,True,True,True,True
10838592,False,False,False,False,False,False,True
10838695,True,False,True,True,True,True,False
10863087,True,False,False,True,True,False,False
10891640,True,False,False,False,False,False,False
10932621,False,False,False,False,False,False,True
10937009,False,False,False,False,False,False,True
11002748,False,False,True,False,False,True,True
11070365,True,False,True,True,True,True,True
11083205,False,False,False,False,False,False,True
11113164,True,True,False,False,False,True,False
11119600,True,True,True,False,False,False,True
11171398,False,False,False,False,False,False,True
11177996,False,False,False,False,False,True,True
11178319,True,True,True,True,False,True,True
11197950,True,False,True,False,False,False,False
11199521,False,False,False,False,True,False,False
11283509,True,True,False,True,False,True,False
11286198,True,False,False,False,False,False,False
11286209,False,False,True,True,True,True,True
11294988,False,False,False,False,False,False,True
11437325,True,False,False,False,False,False,True
11480287,True,True,False,False,True,False,True
11480757,True,False,False,False,True,True,True
11487334,False,False,False,False,True,False,False
11487944,False,False,False,False,False,True,True
11491822,True,False,False,False,False,True,True
11518868,False,False,False,False,False,False,True
11521555,True,False,False,False,False,False,False
11546041,False,False,True,True,False,False,True
11559798,False,False,False,False,False,False,True
11561667,True,False,False,True,False,False,True
11563084,False,False,False,False,False,False,True
11598102,False,False,False,False,False,True,False
11613676,True,False,False,True,True,True,True
11636522,False,False,False,False,False,False,True
11704852,True,True,True,True,False,False,False
11748495,True,False,False,True,True,True,False
11756637,True,True,True,True,True,True,True
11793277,True,False,False,False,False,False,False
11799872,True,False,False,False,False,False,False
11799874,True,False,True,False,False,False,True
11893837,False,False,False,False,False,True,False
11918748,False,False,False,False,False,False,True
11932335,False,False,False,False,True,False,False
11935448,True,True,True,True,False,True,True
11961096,True,False,False,True,True,True,False
11996814,False,False,False,True,False,False,True
12007147,False,True,False,True,True,True,False
12012992,False,False,True,True,False,False,True
12029932,True,True,False,True,False,False,True
12158853,True,True,True,True,True,True,True
12168000,False,False,False,False,True,False,False
12358894,False,False,False,False,False,False,True
12359095,False,True,False,True,False,False,False
12418307,False,False,False,False,True,False,False
12419331,False,False,False,False,False,True,False
12423815,True,False,False,False,False,False,False
12470221,True,False,False,True,False,False,False
12472994,True,False,False,True,True,True,False
12494582,True,True,False,True,False,False,False
12523915,False,False,False,False,False,True,False
12529950,True,False,True,True,True,True,False
12571728,False,False,False,True,False,True,False
12631605,True,True,True,False,False,False,True
12632044,False,False,True,False,False,True,False
12655390,False,False,False,True,False,True,False
12672792,True,True,True,True,True,False,True
12673900,True,False,False,True,False,False,True
12723924,True,False,False,False,True,False,True
12790306,True,True,True,True,False,False,False
12811898,False,False,False,False,False,False,True
12824209,False,False,False,False,False,True,True
12825453,True,False,True,True,True,False,False
12828458,False,False,False,False,False,False,True
12862119,False,False,False,True,True,False,False
12864374,False,False,False,False,True,True,False
12915124,True,True,False,True,False,True,False
12921082,False,False,True,False,False,False,True
12931121,True,False,False,True,False,True,False
13017011,False,False,False,True,False,False,False
13037534,True,True,False,True,True,False,False
13062255,True,False,True,True,True,True,True
13068361,False,False,False,False,True,False,False
13070701,True,True,True,False,True,True,False
13079486,False,False,False,False,False,False,True
13092260,False,False,True,True,False,True,True
13095916,False,True,False,False,False,False,False
13098251,True,False,False,True,False,True,False
13135572,True,False,False,False,True,False,True
13168412,False,False,False,False,False,True,False
13284088,False,False,False,True,False,False,False
13325340,True,True,True,True,True,True,True
13345143,True,False,True,True,True,False,True
13345794,False,False,False,False,True,False,False
13349647,False,True,False,False,False,False,False
13351941,True,False,False,False,False,False,False
13389059,True,True,False,True,True,True,False
13459076,False,False,False,True,False,True,False
13560980,False,False,False,False,False,False,True
13566784,False,False,False,False,False,False,True
13623021,True,True,False,False,False,True,False
13625860,False,False,False,False,True,True,False
13738984,False,False,False,True,False,False,False
13780749,False,False,False,False,True,False,True
13840107,True,False,False,False,False,False,False
13957444,True,True,True,True,True,True,True
13967727,False,False,False,False,False,True,False
13968858,True,False,False,True,False,False,False
13974582,True,True,True,True,False,False,True
13981666,False,False,True,False,False,False,False
13982168,True,True,False,True,True,True,True
13983910,True,True,False,True,True,True,True
14081980,True,True,True,True,True,True,True
14091631,False,False,False,False,True,False,False
14091633,True,True,True,True,False,True,True
14091704,True,False,True,True,False,False,True
14124732,False,False,False,False,False,True,False
14207118,True,True,False,False,False,False,False
14280146,False,False,False,True,False,False,False
14307980,True,True,False,True,False,True,True
14344831,False,False,True,True,False,False,False
14498338,False,False,False,False,True,False,False
14611330,False,False,True,False,False,False,False
14617089,True,True,True,True,False,False,True
14679411,True,False,False,False,False,False,False
14709809,True,True,True,True,True,True,True
14826027,True,False,False,True,True,False,True
14842303,True,True,False,False,False,False,False
14844585,False,False,False,True,True,False,True
14850843,False,False,False,False,True,False,False
14948284,False,False,False,True,False,False,False
15445546,True,False,False,False,False,False,False
15449266,True,True,False,True,False,True,False
15613315,True,True,True,False,False,False,False
15795549,True,True,False,True,True,False,False
16116854,False,False,False,True,False,False,False
16163202,False,False,False,False,False,True,False
16288184,False,False,False,False,True,False,False
16316642,True,True,False,False,False,True,False
16326602,True,False,False,False,False,False,False
16331062,False,False,False,True,False,False,False
16479253,True,False,True,True,False,False,True
16485009,False,False,False,True,False,False,False
16488877,False,False,False,True,False,False,True
16547388,False,False,False,False,False,True,True
16596302,False,False,False,False,False,False,True
16617827,True,False,False,False,False,False,False
16630397,False,False,False,False,False,True,False
16700335,True,False,False,True,False,False,True
16703161,True,False,False,True,False,False,True
16728252,True,False,False,True,True,False,True
16734598,False,False,False,False,True,False,False
16740101,False,False,False,True,False,False,False
16781787,False,False,False,False,True,False,False
16805614,True,False,False,True,False,False,False
16805617,True,False,False,False,True,False,True
16805628,True,False,False,True,False,False,False
16946453,False,False,False,False,False,True,False
17005768,True,False,False,False,False,False,False
17206122,True,False,False,True,False,False,False
17299918,True,False,False,True,False,True,False
17330786,False,False,False,True,False,False,False
17342647,True,False,False,True,False,True,True
17408171,True,True,False,True,True,False,True
17449899,False,False,False,False,False,False,True
17451194,True,False,True,False,False,False,True
17467989,False,False,False,True,True,False,False
17468122,True,True,True,True,True,False,False
17539022,False,False,False,True,False,False,False
17539192,True,True,False,False,True,False,True
17562290,True,False,False,False,False,False,True
17563811,True,False,False,True,True,False,False
17563961,False,False,False,False,False,True,False
17568668,True,True,True,True,True,False,False
17661643,False,False,False,False,False,False,True
17746821,False,False,True,False,False,False,False
17760009,False,False,False,False,True,False,False
17776275,False,False,True,False,False,False,True
17862899,False,False,False,False,True,False,False
17863112,False,False,True,False,False,False,False
17888155,False,False,False,True,False,False,False
17901654,False,False,False,False,False,False,True
18028547,True,False,False,False,False,False,False
18029695,False,False,False,False,False,False,True
18069450,True,False,False,False,True,False,False
18178958,True,True,False,True,True,True,True
18225199,True,False,False,False,False,False,False
18250189,True,True,True,True,False,False,True
18269802,True,False,False,True,True,True,False
18271803,True,True,False,True,True,True,False
18281615,False,False,False,False,False,False,True
18319090,True,False,False,True,False,False,False
18422438,False,False,False,False,False,False,True
18433724,True,True,False,True,False,True,False
18441475,True,False,True,True,False,False,False
18534775,True,False,False,False,True,True,True
18566969,True,True,False,False,True,True,False
18636142,True,False,True,True,True,False,True
18914916,True,True,False,True,False,True,True
18915591,True,True,False,True,True,True,True
18940649,True,True,False,True,False,True,True
19118532,True,False,False,True,True,True,True
19122666,False,False,False,True,False,True,False
19186895,False,False,True,False,False,False,False
19193162,False,True,True,True,True,True,False
19271382,True,True,True,True,True,True,True
19438266,False,False,False,False,False,True,False
19451711,True,False,False,False,False,False,False
19515735,True,True,False,True,False,True,False
19518720,True,True,False,False,True,False,False
19612326,False,False,False,False,False,False,True
19636640,True,True,False,False,True,False,False
19686666,False,False,False,True,False,True,False
19753375,False,False,False,False,False,True,False
19757899,True,False,False,True,False,False,True
19815581,False,False,False,False,False,False,True
19899729,False,False,False,False,True,False,False
19904393,False,False,False,False,False,False,True
19908570,True,True,False,True,False,False,True
19976193,False,False,False,False,True,False,False
20042408,False,False,False,False,False,True,False
20072363,True,False,True,True,True,True,True
20072435,False,False,False,False,True,True,False
20095466,True,False,True,False,False,False,True
20143906,False,False,False,False,False,False,True
20144513,True,True,False,True,False,True,True
20176492,True,True,True,True,True,False,True
20178111,False,False,True,False,False,False,False
20212631,True,True,False,True,True,False,False
20215452,False,False,True,True,True,False,True
20239565,True,True,False,True,True,False,True
20299889,True,True,True,True,True,False,True
20305594,False,False,False,False,False,False,True
20352516,True,True,False,False,False,False,False
20414865,False,False,False,False,False,False,True
20417152,False,False,False,False,False,False,True
20449269,False,False,False,True,False,False,False
20489424,False,False,False,True,False,False,True
20500819,False,False,False,False,False,False,True
20541663,False,False,False,False,True,False,False
20614436,False,False,False,False,True,False,False
20871923,False,False,True,False,False,False,False
20876588,True,False,False,False,False,False,False
21126323,True,True,False,True,True,False,True
21151699,False,False,False,False,False,False,True
21174723,True,False,False,True,False,False,False
21184505,True,False,False,True,False,False,False
21190018,False,False,False,False,False,True,True
21319374,True,False,True,True,False,False,True
21413209,False,False,False,True,False,False,False
21438160,False,False,False,True,True,False,False
21442712,True,True,True,False,False,False,True
21499327,True,False,False,True,True,False,False
21499609,True,False,False,False,True,False,True
21503829,False,False,False,False,False,True,False
21540586,False,False,False,True,False,False,True
21639186,True,False,False,False,False,False,False
21715341,True,True,True,False,False,False,False
21719708,True,True,False,False,False,False,False
21720367,False,False,False,False,False,False,True
21729403,True,False,True,False,False,True,False
21741925,False,False,False,False,False,False,True
21744120,False,False,False,True,False,True,False
21818238,True,False,True,True,True,True,False
21827849,False,True,False,False,False,False,False
21829304,True,True,False,True,True,False,True
21988866,False,False,False,False,False,False,True
22017780,True,False,False,False,False,True,False
22079739,True,False,False,True,True,False,True
22083083,False,False,False,True,False,False,False
22085864,False,False,False,False,False,False,True
22120766,True,True,True,True,True,True,True
22146154,True,False,False,True,False,False,True
22221233,True,True,False,True,True,True,False
22235339,False,False,False,False,False,True,False
22388285,True,True,False,True,True,True,False
22390773,True,False,False,True,False,False,True
22457438,True,False,False,False,False,False,False
22481474,True,False,True,False,True,False,False
22513851,True,True,False,True,False,False,False
22529346,False,False,False,True,True,True,True
22538139,True,False,True,True,False,True,True
22590328,True,False,True,True,False,False,True
22642772,False,False,False,False,True,False,False
22688271,False,False,False,False,False,False,True
22766106,True,True,True,True,True,False,True
22766107,True,False,True,True,False,True,True
22767596,True,False,False,False,False,True,True
22791140,False,False,False,False,False,True,False
22818693,True,True,False,True,True,False,True
22843856,True,False,False,False,False,False,False
22863205,True,False,False,True,True,True,True
22864020,False,False,False,False,True,True,False
22868366,False,False,True,True,False,False,True
22877676,True,False,False,True,False,False,True
22904299,False,False,False,False,False,True,False
22937402,True,False,False,True,True,False,True
22939437,False,False,True,False,False,False,False
22959701,False,False,False,False,True,False,False
23015622,False,False,False,False,False,False,True
23037766,False,False,False,False,True,False,False
23059280,True,False,False,False,False,False,False
23087068,False,False,False,False,True,False,True
23139612,False,True,False,False,False,False,False
23195390,True,True,False,False,True,False,False
23221002,False,True,False,False,True,True,True
23229805,True,False,False,False,False,False,False
23253829,True,False,False,False,True,False,False
23324827,True,False,True,True,True,False,True
23328912,True,True,False,True,True,True,False
23352929,False,False,False,False,False,False,True
23354922,False,False,False,False,False,False,True
23389349,True,False,False,False,False,False,False
23500817,False,False,False,False,False,False,True
23555025,True,True,True,True,True,True,True
23559851,True,False,False,False,True,False,True
23582886,True,False,False,False,True,False,False
23583692,False,False,False,False,False,False,True
23753424,True,True,False,True,False,True,True
23760148,True,True,False,False,False,True,False
23819866,False,False,False,False,False,False,True
23936839,True,False,False,False,True,False,True
23997000,False,True,False,False,False,True,False
24004619,True,False,True,False,False,False,False
24052983,False,False,False,True,False,False,False
24053730,False,False,False,False,False,True,True
24077469,True,True,False,True,True,False,True
24133365,True,True,False,False,True,True,True
24186139,False,False,False,False,False,False,True
24186999,False,False,False,True,False,False,False
24194061,True,True,False,False,False,False,True
24209611,False,False,False,False,True,False,False
24233297,True,False,False,True,True,False,False
24250773,False,False,False,False,True,False,False
24397947,True,True,True,True,True,False,True
24400247,False,False,False,False,False,False,True
24433067,False,True,True,True,True,True,False
24436680,False,False,False,False,False,False,True
24450633,False,True,False,False,False,True,False
24452802,False,False,False,False,True,False,False
24518895,False,True,False,False,False,False,False
24522770,True,True,True,False,True,True,True
24531951,False,False,False,False,True,False,False
24536661,True,False,False,False,False,False,True
24544791,False,False,True,False,False,False,False
24586751,True,True,True,True,True,True,True
24588623,False,False,False,False,True,False,True
24606516,True,False,True,True,True,True,False
24608426,False,False,False,False,False,False,True
24615996,True,False,True,True,True,False,True
24626595,False,False,False,True,False,False,False
24695044,False,False,False,False,False,True,True
24704388,False,False,False,False,False,True,False
24704862,False,False,True,False,False,False,True
24733359,True,False,False,True,True,True,False
24935204,True,True,False,True,False,False,False
24972344,False,False,False,False,False,False,True
24972851,True,True,True,True,True,True,True
25060155,False,False,False,True,True,False,True
25063986,False,False,False,False,False,False,True
25078120,False,False,False,False,True,False,True
25078924,True,True,True,True,True,True,True
25080230,False,False,False,False,False,False,True
25101101,False,False,False,False,False,True,False
25118964,False,False,False,False,False,False,True
25132229,False,False,False,False,True,True,True
25132314,False,False,False,True,True,True,False
25132999,False,False,False,False,True,False,False
25133286,False,False,False,False,False,True,False
25154831,False,False,False,False,True,False,False
25155310,False,False,False,True,False,True,True
25155664,False,False,False,False,False,True,False
25156751,True,False,False,False,False,False,False
25159742,True,False,False,True,True,False,False
25183492,True,False,False,True,False,False,False
25188036,True,True,True,False,True,True,True
25195864,True,True,True,True,True,True,True
25202447,False,False,False,False,False,False,True
25226885,False,False,False,True,False,True,True
25266623,False,False,False,False,False,False,True
25281076,True,False,False,False,True,True,False
25337383,True,False,False,False,False,True,False
25354620,True,False,False,True,False,False,False
25358793,False,False,False,False,False,True,False
25372748,False,False,False,False,False,False,True
25375770,False,False,False,False,False,True,False
25428504,False,False,False,True,False,False,False
25517076,False,False,False,False,False,False,True
25537276,False,False,True,True,True,False,False
25704773,False,False,True,True,True,False,False
25712220,False,False,False,True,False,False,False
25776767,True,True,False,True,True,True,True
25785068,False,False,False,True,False,False,False
25858367,True,False,False,False,False,False,False
25998400,False,False,False,True,False,True,False
26049273,True,False,False,False,True,True,False
26107382,False,False,False,False,False,False,True
26182280,False,False,False,True,True,False,True
26261539,False,False,False,False,False,False,True
26271859,True,True,False,True,False,True,True
26273760,True,True,True,True,True,False,True
26274260,False,False,False,False,True,False,False
26432264,False,False,False,False,True,False,False
26489741,True,False,False,True,False,False,True
26533207,True,False,False,False,False,True,False
26542657,True,False,True,True,False,False,True
26547036,False,False,False,False,False,False,True
26568753,True,False,True,True,False,False,False
26584043,False,False,False,True,True,False,True
26586727,False,False,False,False,True,True,True
26656583,True,True,False,True,False,False,True
26748620,False,False,False,False,True,True,False
26801525,True,True,False,False,True,True,True
26962050,False,False,False,True,False,False,True
26985721,False,False,False,False,False,False,True
26990889,False,False,False,True,False,False,False
27006880,True,False,False,True,False,False,True
27112021,False,False,True,True,False,False,True
27307817,True,True,False,True,True,True,False
27308818,True,False,False,False,True,True,False
27312189,True,False,False,True,False,False,True
27315670,False,False,False,True,False,False,True
27395746,False,False,False,True,False,False,False
27397122,True,False,False,True,False,True,True
27415380,False,False,False,True,False,False,True
27639466,False,False,True,False,False,False,False
27654301,True,False,False,False,False,True,True
27654882,True,True,False,True,False,True,True
27694343,False,False,True,False,False,False,False
27734884,False,False,False,False,False,False,True
27767184,True,True,True,True,True,False,False
27843942,True,False,False,True,False,True,True
27844498,True,False,False,True,True,False,True
27845677,True,True,False,True,False,False,True
27846645,False,False,True,False,False,False,True
27850773,True,False,False,True,True,False,True
27858644,True,True,False,False,False,True,False
27915909,True,True,True,True,True,False,False
27985664,False,False,False,False,False,False,True
28006182,False,False,False,True,False,False,False
28044841,True,False,False,True,False,False,False
28051929,False,False,True,True,True,True,False
28077424,False,False,False,True,False,False,False
28117022,False,False,False,False,True,False,False
28157482,True,True,True,True,True,False,False
28159019,True,False,False,False,False,True,True
28188795,True,True,False,False,False,True,True
28224552,True,False,True,False,False,False,True
28290956,True,True,False,True,True,False,True
28298510,False,False,False,False,True,False,False
28304399,False,False,False,False,True,False,True
28306907,True,False,False,True,False,False,True
28348102,False,False,False,False,False,False,True
28351918,True,False,True,True,False,False,False
28359831,False,False,True,True,False,False,False
28369708,True,False,False,False,False,False,False
28391714,True,True,True,True,False,False,True
28449295,True,False,False,False,False,False,False
28498786,False,False,False,False,False,False,True
28586609,True,False,False,True,False,False,False
28762714,False,False,False,True,False,False,True
28763683,True,True,True,True,False,False,False
28944285,True,False,False,False,False,True,False
29020857,False,False,False,False,False,False,True
29049712,False,False,False,False,True,False,False
29051733,False,False,False,True,False,False,False
29052041,True,True,True,True,True,True,True
29053989,True,False,False,True,False,False,False
29088468,False,False,False,False,False,True,False
29126910,False,False,False,False,False,False,True
29189037,True,True,False,True,False,False,True
29205693,False,False,False,False,False,False,True
29207816,False,False,False,False,False,False,True
29257288,False,False,False,False,False,False,True
29390897,False,False,False,False,False,False,True
29393000,False,False,False,False,False,True,False
29395983,True,True,False,True,True,False,True
29477348,False,False,False,False,True,False,False
29478974,False,False,False,True,True,True,True
29585482,False,False,False,True,False,False,False
29598925,False,False,True,True,True,False,True
29658499,True,False,True,True,True,True,True
29664907,True,False,False,True,True,True,True
29666611,False,False,False,False,False,True,False
29684896,True,False,False,False,False,False,False
29697290,False,False,True,True,True,True,True
29699240,False,False,False,False,False,True,True
29760441,False,False,False,True,False,False,False
29777922,True,True,True,True,True,False,False
29778064,True,True,True,True,True,True,True
29778225,False,False,False,False,True,True,True
29779122,False,False,False,False,False,False,True
29780293,True,False,False,True,True,False,True
29781099,False,False,False,True,False,False,True
29781292,True,False,False,False,False,False,True
29804019,False,False,False,False,False,False,True
29831118,False,False,False,False,True,False,False
29831208,True,False,False,False,False,False,False
29835352,False,False,False,False,False,False,True
29847695,True,True,True,True,True,True,True
29848012,False,False,False,False,True,True,False
29853348,False,False,True,False,False,False,True
29854488,True,True,False,True,True,True,False
29860529,False,False,False,False,False,False,True
29914747,True,False,False,True,True,False,True
29939638,False,False,False,True,False,False,True
29939923,False,False,False,False,False,True,False
29944546,False,False,False,False,True,False,False
29949778,False,False,False,False,False,False,True
29958632,False,False,False,False,False,True,False
29959760,True,False,False,False,False,False,True
29986479,False,False,False,False,False,False,True
29986808,True,False,True,True,True,False,True
29990592,False,False,False,False,True,False,False
30016911,False,False,False,False,False,False,True
30028394,False,False,False,True,True,True,False
30031510,False,False,True,False,False,False,False
30034081,True,True,True,True,True,True,True
30034189,True,False,False,False,False,False,False
30087631,False,False,False,False,False,True,False
30122338,True,True,True,True,True,False,True
30127974,False,False,False,False,False,True,False
30190076,False,False,False,False,True,False,False
30192292,False,False,False,False,False,False,True
30267198,True,False,True,True,True,True,True
30275777,True,False,False,True,True,False,True
