TIC_ID,OID,n_OID,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,l_Period,Period,u_Period,RAJ2000,DEJ2000,angDist,Match_Score,Match_Mag_Band,Match_Mag_Diff
56914413,284007,B,HAT-137-0000289,0,VAR,,11.612,,V,(,,0.015,,V,,0.562072,,139.43637,46.20686,0.19581,1,V,0.031000000000000583
57229803,179255,B,GUVV-2 J164337.5+411857.6,0,EA,,12.7,,CR,,,13.9,,CR,,3.64976,,250.90625,41.316,0.311771,1,T,0.7940999999999985
57229962,130122,B,NSVS 5251000,0,EW,,12.537,,R1,,,12.957,,R1,,0.42377148,,251.10662,41.9692,0.044334,1,GAIA,0.13760000000000083
57232909,15723,B,V0912 Her,0,EA,,8.59,,V,,,8.73,,V,,3.409876,,251.16708,38.62322,0.050383,1,V,0.0
57258016,15727,B,V0916 Her,0,EA,,7.97,,V,,,8.27,,V,,19.69843,,251.64788,41.79231,0.081324,1,V,0.0
57297550,15668,B,V0857 Her,0,EW,,10.62,,V,,,10.9,,V,,0.38222952,,251.72317,38.6495,0.044798,1,V,0.25200000000000067
57299934,284549,B,HAT-193-0001282,0,VAR,,12.25,,V,(,,0.007,,V,,0.155502,,251.84083,40.28436,0.226354,1,V,0.13199999999999967
57467798,733957,,ASASSN-V J113046.86-331046.8,0,EA,,13.04,,V,,,13.56,,V,,3.0716,,172.69525,-33.17966,0.007299,1,V,0.22800000000000153
57513388,57220,B,NSV 18785,0,TTS/ROT,,11.45,,V,(,,0.24,,V,,0.7767,,172.98025,-34.60756,0.004162,1,V,0.27000000000000135
57532920,732719,,ASASSN-V J113304.82-335620.6,0,EA,,11.79,,V,,,11.9,,V,,2.7158,,173.27009,-33.93906,0.007952,1,V,0.10200000000000031
57963765,512828,B,ROTSE1 J002006.95+331351.8,0,DSCT,,12.01,,CV,,,12.08,,CV,,0.160514,,5.02896,33.23106,0.02686,1,V,0.08900000000000041
58231482,35427,B,V0410 Tau,0,WTTS/ROT,,10.6,,V,,,11.2,,V,,1.87197,,64.62963,28.45447,0.073874,1,V,0.17999999999999972
58470705,40201,B,NSV 1577,2,,,9.16,,B,,,,,,,,,65.72758,28.39833,0.145505,1,B,0.21000000000000085
58540876,160220,B,V1317 Tau,0,BY,,11.5,,V,(,,0.11,,V,,1.3836,,65.94833,29.67731,0.230466,1,V,0.053000000000000824
59038877,36145,B,V1128 Tau,0,EW,,9.65,,Hp,,,10.24,,Hp,,0.3053717,,57.3657,12.9122,0.07669,1,V,0.009999999999999787
59091000,40412,B,NSV 1788,1,,,6.05,,V,,,6.09,,V,,,,74.74754,14.54322,0.106939,1,V,0.021240000000000592
59468405,23980,B,V0917 Ori,0,BCEP,,8.77,,V,,,8.9,,V,,0.4033,,92.11396,13.93086,0.097633,1,V,0.0
59712991,55246,B,NSV 16811,0,VAR,,5.88,,V,(,,0.008,,V,,2.42919,,93.785,-20.2722,0.06719,1,V,0.0
59759791,26811,B,HH Pup,0,RRAB,,10.541,,V,,,11.887,,V,,0.3907454,,110.14817,-46.70836,0.041606,1,V,0.9689999999999994
59855698,83102,B,V0653 Pup,0,EW,,10.25,,V,,,10.53,,V,,0.388309,,110.31104,-46.60549,0.017234,1,V,0.09800000000000075
59966742,35490,B,V0473 Tau,0,ACV,,7.24,,V,,,7.28,,V,,1.406829,,72.31667,29.57136,0.195289,1,V,0.019999999999999574
60243613,281165,B,ASAS J072655-4542.7,0,ROT,,8.433,,V,(,,0.025,,V,,0.4763,,111.73246,-45.71378,0.092589,1,V,0.0129999999999999
60284401,228637,,NSVS 10064638,0,EA,,11.23,,R1,(,,0.41,,R1,,9.80871704,,125.08782,13.04849,0.707847,1,GAIA,0.3387000000000011
60378371,42236,B,V0606 Pup,0,CWB,,11.1,,V,,,11.6,,V,,1.43775,,112.18667,-44.47131,0.07048,1,V,0.19500000000000028
60382241,738051,,ASASSN-V J072909.45-472651.9,0,EA,,12.32,,V,,,12.45,,V,,4.6247,,112.2894,-47.44775,0.019958,1,V,0.07199999999999918
60433558,32086,B,V4386 Sgr,0,EA+BCEP,,8.45,,V,,,8.67,,V,,10.79824,,273.67558,-33.14089,0.01391,1,V,0.009999999999999787
60523137,2213867,,[SBG2019] J096.5527-21.1251,0,EA/HW,,16.233,,G,,,,,,,0.541143,,96.5527,-21.12519,0.011554,1,GAIA,0.0004999999999988347
60655023,56584,B,V0432 Hya,0,EA/KE,,7.9,,V,,,7.98,,V,,1.115657,,138.07758,-11.07892,0.064085,1,V,0.019999999999999574
60657338,88886,B,ASAS J091209-0820.9,0,DSCT,,11.32,,V,(,,0.15,,V,,0.149842,,138.038,-8.34772,0.073439,1,V,0.21700000000000053
60658382,16215,B,KW Hya,0,EA/DM,,6.11,,V,,,6.58,,V,,7.7499942,,138.1085,-7.10983,0.172708,1,V,0.001840000000000508
60952629,281251,B,ASAS J092007-0620.3,0,ROT,,11.826,,V,(,,0.086,,V,,0.9189,,140.02883,-6.34,0.051261,1,V,0.16799999999999926
60956400,629391,B,WISE J092116.1-095420,0,VAR,,9.408,,W1,(,,0.402,,W1,,1.3757941,,140.31743,-9.90572,46.637812,1,w1,0.03999999999999915
60956402,629391,B,WISE J092116.1-095420,0,VAR,,9.408,,W1,(,,0.402,,W1,,1.3757941,,140.31743,-9.90572,0.455394,1,w1,0.0019999999999988916
60979860,16259,B,NY Hya,0,EA/RS,,8.58,,V,,,8.87,,V,,4.774075,,140.34504,-6.67208,0.050218,1,V,0.0
61003803,89290,B,ASAS J092302-1050.5,0,RRC|EC|ESD,,9.9,,V,(,,0.11,,V,,0.231702,,140.75792,-10.84064,0.05651,1,V,0.1769999999999996
61397786,99767,B,ASAS J151308-2504.3,0,EA,,11.55,,V,(,,0.15,,V,,12.725104,,228.28258,-25.072,0.091647,1,V,0.4870000000000001
61730680,114849,B,ASAS J191620-4408.8,0,ESD|EC,,10.64,,V,(,,0.16,,V,,0.336554,,289.08238,-44.14747,0.048762,1,V,0.03399999999999892
62003244,1544176,,CzeV1301,0,EB,,13.3,,V,,,13.47,,V,,2.099282,,110.13167,-1.82028,0.040096,1,V,0.11599999999999966
62455702,144473,B,V0500 Hya,0,RRD,,10.45,,V,,,11.05,,V,,0.420793,,131.94554,-3.65008,0.116991,1,V,0.29900000000000126
62576534,469662,B,HD 76320,0,EA,,9.02,,V,,,9.22,,V,,7.77292,,133.8277,-2.74546,0.064209,1,V,0.0129999999999999
62628148,88662,B,ASAS J090612-0048.1,0,DSCT,,12.34,,V,(,,0.23,,V,,0.120622,,136.55,-0.80167,4.715711,1,V,0.5099999999999998
62730206,43192,B,NSV 4568,1,,,3.87,,V,,,3.91,,V,,,,144.964,-1.14281,0.050337,1,V,0.02132999999999985
62856672,91976,B,ASAS J104042-0444.2,0,ED,,11.3,,V,(,,0.17,,V,,6.729779,,160.17733,-4.73569,0.068963,1,V,0.17400000000000126
63006634,169753,B,ASAS J192729+4219.8,0,EA,,12.279,,V,(,,0.33,,V,,1.994937,,291.87042,42.32864,0.094292,1,V,0.019000000000000128
63071165,243125,B,KID 10274244,0,EA,,11.544,,Kp,,,,,,,13.683684,,291.93642,47.30969,0.252024,1,GAIA,0.03810000000000002
63074282,169777,B,ASAS J192758+4514.0,0,EA,,12.29,,V,(,,0.12,,V,,5.331737,,291.99096,45.23414,0.065175,1,V,0.1919999999999984
63126950,63226,B,NSV 24791,0,EA+PULS,,8.47,,V,,,8.57,,V,,31.97325,,292.13942,44.67272,0.026528,1,V,0.0
63192395,81718,B,ASAS J065854-2534.3,0,ED,,10.01,,V,(,,0.34,,V,,3.0652,,104.72542,-25.57206,0.027657,1,V,0.12400000000000055
63205800,169823,B,ASAS J192916+4637.3,0,EW,,12.27,,V,,,12.46,,V,,0.4579485,,292.31646,46.62219,0.027383,1,V,0.13199999999999967
63280198,305818,B,HIP 110945,0,VAR,,7.72,,V,(,,0.011,,V,,1.02415,,337.1763,-33.7707,0.072619,1,V,0.0
63291675,243131,B,KID 10601579,0,EA,,11.587,,Kp,,,,,,,8.098789,,292.49183,47.83536,0.071937,1,GAIA,0.045700000000000074
63309085,17194,B,ET Leo,0,EW,,9.558,,V,(,,0.107,,V,,0.34650349,,158.35746,17.57428,0.043705,1,V,0.04800000000000004
63310637,36606,B,RU Tri,0,EA,,11.6,,pg,,,12.3,,pg,,3.26818,,30.08817,35.28697,0.162677,1,V,0.32530000000000037
63315565,623693,B,HD 203320,0,E,,6.828,,V,(,,0.03,,w,,0.8553,,319.91984,53.05811,0.076894,1,V,0.0036000000000004917
63328020,2210751,,ZTF J212025.67+512247.9,0,SR,,15.135,,r,(,,0.06,,r,,64.144656,,320.10697,51.37999,118.091658,1,r,0.4156999999999993
63368767,242803,B,KID 07284688,0,EW,,11.234,,Kp,(,,0.054,,Kp,,0.64605,,292.63,42.82934,0.076528,1,T,0.22600000000000087
63370066,242761,B,KID 06694186,0,EA,,12.376,,Kp,,,,,,,5.554206,,292.63113,42.18078,0.024006,1,GAIA,0.004400000000000404
63427664,5420,B,LS CMa,0,EA+SPB,,5.63,,V,,,5.79,,V,,70.01,,105.27479,-25.21564,0.05124,1,V,0.009999999999999787
63441620,52290,B,V3134 Cyg,0,SRB,,8.3,,V,,,9.0,,V,,54.5,,320.07883,49.35239,0.02696,1,V,0.19400000000000084
63449090,242693,B,KID 08302455,0,EA,,11.535,,Kp,,,,,,,4.883935,,292.86271,44.22106,0.156754,1,GAIA,0.022700000000000387
63451547,245269,B,KID 09220600,0,EA,,12.264,,Kp,,,,,,,0.97922,,292.78542,45.63022,0.143364,1,GAIA,0.04849999999999888
63454475,13003,B,V2083 Cyg,0,EA,,6.86,,V,,,7.11,,V,,1.867493429,,292.81821,47.48119,0.165138,1,V,0.006879999999999775
63579446,81900,B,ASAS J070158-2531.9,0,ED,,11.58,,V,(,,0.26,,V,,5.582869,,105.49392,-25.53194,0.073416,1,V,0.058999999999999275
63588946,2213331,,KELT KC02C12362,3,EA,,12.34,,V,(,,0.032,,V,,12.720589,,32.70642,33.77111,0.042264,1,V,0.0
63623869,573396,B,ASASSN-V J021044.57+345616.7,0,YSO,,12.36,,V,,,12.65,,V,,,,32.6857,34.93797,0.045134,1,V,0.2400000000000002
63698616,280840,B,ASAS J002012-3416.5,0,ROT,,11.952,,V,(,,0.152,,V,,0.2957,,5.04621,-34.27167,0.038771,1,V,0.03200000000000003
63785934,73771,B,ASAS J004817-2805.3,0,ED,,10.18,,V,(,,0.19,,V,,0.84664,,12.07167,-28.08875,0.086379,1,V,0.1120000000000001
63818344,135979,B,CH Scl,0,EA:,,9.99,,V,,,10.18,,V,,1.577216,,14.4325,-26.22289,0.050207,1,V,0.009999999999999787
63820329,167197,B,V2550 Cyg,0,EA,,10.19,,R1,,,10.62,,R1,,4.676,,308.74492,41.60483,0.02787,1,GAIA,0.17870000000000097
63916460,13074,B,V2154 Cyg,0,EA,,7.85,,Hp,,,8.24,,Hp,,2.6306,,320.78458,48.51892,0.031594,1,V,0.0699999999999994
63971857,17002,B,V0413 Lac,0,ELL,,9.72,,Hp,,,9.85,,Hp,,1.50873,,337.52387,54.79017,0.048353,1,V,0.030000000000001137
63972389,16619,B,TW Lac,0,EA/SD,,11.5,,V,,,13.3,,V,,3.037417,,337.60946,54.61844,52.313705,1,V,0.5199999999999996
63972440,16619,B,TW Lac,0,EA/SD,,11.5,,V,,,13.3,,V,,3.037417,,337.60946,54.61844,0.083828,1,V,0.3520000000000003
64109009,74834,B,ASAS J023916-2349.7,0,ESD|EC,,11.55,,V,(,,0.17,,V,,0.51378,,39.81679,-23.82925,0.091857,1,V,0.02499999999999858
64111698,53997,B,NSV 15562,1,VAR:,,12.58,:,V,(,,0.07,,V,,,,40.26625,-19.00333,1.02017,1,V,0.1869999999999994
64366964,16751,B,ES Lac,0,EA/DM,,11.0,,pg,,,11.6,,pg,,4.459349,,338.02629,53.95908,0.153215,1,B,0.22799999999999976
64437380,100901,B,ASAS J154248-5730.6,0,ED,,10.31,,V,(,,0.65,,V,,2.347059,,235.69838,-57.51094,0.064932,1,V,0.08899999999999864
64608449,281152,B,ASAS J070833-2836.6,0,ROT,,7.569,,V,(,,0.023,,V,,1.125,,107.1405,-28.6132,0.103741,1,V,0.028999999999999915
64626502,409942,B,HD 168507,0,ACV,,9.62,,V,,,9.66,,V,,2.8466,,275.35652,-31.22982,0.026592,1,V,0.01899999999999835
64789187,5427,B,LZ CMa,0,EB:,,5.62,,Hp,,,5.66,,Hp,,3.3089,,107.42925,-25.23103,0.039691,1,V,0.07000000000000028
64951042,8420,B,AO Cep,0,EA/DS,,13.5,,pg,,,14.5,,pg,,8.2392,,339.06704,57.03564,0.325083,1,B,0.6470000000000002
65103962,611930,B,ASASSN-V J235052.73+573254.6,0,EA,,12.9,,V,,,13.36,,V,,0.7459,,357.71971,57.54849,0.045976,1,V,0.04499999999999993
65166720,25773,B,KP Per,0,BCEP,,6.37,,V,(,,0.14,,V,,0.2017786,,53.16242,44.85578,0.080807,1,V,0.03878999999999966
65323122,727302,,ASASSN-V J023444.95-295603.5,0,EA,,12.0,,V,,,12.25,,V,,1.5773,,38.68727,-29.9343,0.019893,1,V,0.020500000000000185
65348716,74840,B,ASAS J023949-2618.1,0,EB,,10.65,,V,(,,0.34,,V,,0.4948488,,39.95358,-26.30136,0.027606,1,V,0.08300000000000018
65448527,269891,B,1SWASP J024743.37-251549.2,0,EA+PULS,,12.4,,CV,(,,0.1,,CV,,0.6678295,,41.93071,-25.26367,0.198319,1,V,0.041999999999999815
65457985,6704,B,V0373 Cas,0,HB,,5.96,,V,,,6.06,,V,,13.41921,,358.891,57.41217,0.011702,1,V,0.06939000000000028
65628544,53397,B,V1022 Cas,0,EA,,5.57,,V,,,5.68,,V,,12.1564,,359.28529,55.70572,0.061094,1,V,0.00804999999999989
66355834,16604,B,RW Lac,0,EA/DM,,10.4,,pg,,,11.0,:,pg,,10.36922,,341.23792,49.65764,0.024461,1,B,0.8309999999999995
66398320,706194,,ASASSN-V J005137.71-304255.8,0,RRC,,14.26,,V,,,14.38,,V,,0.242811,,12.90713,-30.71551,0.01735,1,V,0.22000000000000064
66473439,123286,B,ASAS J234307-1852.5,0,EC,,11.09,,V,(,,0.26,,V,,0.48626,,355.78067,-18.87514,0.105121,1,V,0.09200000000000053
66473945,123287,B,ASAS J234334-1928.0,0,ROT,,11.77,,V,(,,0.131,,V,,0.8351,,355.89113,-19.46736,0.101461,1,V,0.0600000000000005
66493199,717325,,ASASSN-V J010134.05-300944.9,0,EA,,11.71,,V,,,11.97,,V,,0.598834,,15.39186,-30.16246,0.01345,1,V,0.0070000000000014495
66545120,16763,B,FK Lac,0,EA/DS,,13.0,,pg,,,13.8,,pg,,10.98114,,341.63983,52.15778,1.768523,1,B,0.39400000000000013
66563761,24094,B,V1031 Ori,0,EA/DM,,6.02,,V,,,6.43,,V,,3.4057,,86.86204,-10.53297,0.057789,1,V,0.010920000000000485
66572840,74746,B,ASAS J023039-1253.9,0,ED,,10.66,,V,(,,0.11,,V,,5.757673,,37.66233,-12.89808,0.071706,1,V,0.13700000000000045
66573768,74749,B,ASAS J023056-1644.7,0,EC,,11.66,,V,(,,0.4,,V,,1.6531,,37.73517,-16.74517,0.07133,1,V,0.2919999999999998
66602813,82887,B,ASAS J071750-2936.4,0,EA,,9.19,,V,(,,0.37,,V,,2.7641,,109.45925,-29.60533,0.062618,1,V,0.005000000000000782
66646031,476741,B,HD 16145,0,ACV,,7.64,,V,,,7.67,,V,,2.23766,,38.7675,-17.28953,0.054681,1,V,0.020000000000000462
66693422,37941,B,DK Vir,0,DSCTC,,6.67,,V,,,6.72,,V,,0.119153,,199.10617,-1.39053,0.055066,1,V,0.027940000000000076
66715008,96198,B,V0700 Vir,0,EW,,10.35,,V,,,10.81,,V,,0.398511,,199.42883,-0.56239,0.047791,1,V,0.3979999999999997
67265166,19302,B,V0474 Mon,0,HADS,,5.94,,V,,,6.31,,V,,0.136126,,89.7545,-9.38222,0.017284,1,V,0.14656000000000002
67296459,4125,B,V0363 Aur,0,NL+E,,14.2,,V,,,15.0,,V,,0.32124073,,83.38941,36.99235,0.016619,1,V,0.28600000000000136
67423472,555418,B,TYC 2820-1384-1,0,R,,11.39,,V,,,11.48,,V,,0.193657,,29.00508,40.05606,0.554433,1,V,0.023999999999999133
67474119,17213,B,FS Leo,0,EB,,9.06,,Hp,,,9.25,,Hp,,0.456971,,171.99383,14.83208,0.033177,1,V,0.02000000000000135
67559369,53669,B,CI Scl,0,EA,,8.78,,V,,,9.0,:,V,,14.7104,,15.9325,-30.39861,0.752267,1,V,0.0
67686223,14070,B,BL Eri,0,EW/KE,,11.5,,pg,,,12.2,,pg,,0.41692374,,62.95087,-11.79075,0.036106,1,B,0.5239999999999991
67686556,14033,B,YY Eri,0,EW/KW,,8.1,,V,,,8.8,,V,,0.321499,,63.03688,-10.46944,0.02774,1,V,0.3000000000000007
67687692,14084,B,BZ Eri,0,EA,,9.803,,V,(,,0.436,,V,,0.6641701,,63.05275,-6.02156,0.101682,1,V,0.030000000000001137
67688552,75981,B,ASAS J041231-0906.9,0,ED,,10.06,,V,(,,0.14,,V,,1.462135,,63.12904,-9.11481,0.089757,1,V,0.03999999999999915
67707406,4504,B,GS Boo,0,EA,,11.4,,R1,,,12.0,,R1,,1.256816,,225.12337,33.67283,0.121715,1,GAIA,0.33200000000000074
67707714,4335,B,TY Boo,0,EW/KW,,10.81,,V,,,11.47,,V,,0.3171477,,225.19558,35.13192,0.168487,1,V,0.5779999999999994
67719432,14036,B,AA Eri,0,E,,12.8,,pg,,,13.3,,pg,,0.50085,,63.42454,-11.56011,0.138041,1,B,0.30599999999999916
67808952,76058,B,ASAS J041813-0615.6,0,EW,,12.43,,V,(,,0.39,,V,,0.32775427,,64.5557,-6.25945,0.068468,1,V,0.0019999999999988916
67949277,56651,B,QR UMa,0,EA,,7.35,,V,,,7.45,,V,,1.7854,,142.65963,44.76942,0.054474,1,V,0.006450000000000067
68015843,185301,B,SDSS J143547.87+373338.5,0,EA/WD,,17.25,,r',(,,0.7,,I,,0.1256311466,,218.94946,37.56069,0.218645,1,r,0.017399999999998528
68017586,742612,,ASASSN-V J124032.56-582953.9,0,ROT,,14.39,,V,,,14.5,,V,,8.9403,,190.13565,-58.4983,0.021266,1,V,0.045999999999999375
68032870,4495,B,GI Boo,0,EA,,11.3,,R1,,,11.8,,R1,,1.033533,,219.34721,38.07828,0.022441,1,GAIA,0.23040000000000127
68070101,84571,B,ASAS J074451-0036.1,0,EC|RRC|ESD,,9.34,,V,(,,0.07,,V,,0.86921,,116.21188,-0.60211,0.041361,1,V,0.12400000000000055
68076619,4333,B,TW Boo,0,RRAB,,10.63,,V,,,11.68,,V,,0.53227315,,221.27475,41.02892,0.071445,1,V,0.879999999999999
68164464,701831,,EPIC 203011840,0,E,,12.481,,Kp,(,,0.07,,Kp,,15.672611,,242.93981,-27.56587,0.043423,1,GAIA,0.1686999999999994
68271160,2213633,,KELT KC11C041226,3,EA,,10.33,,V,(,,0.013,,V,,19.228873,,280.20479,34.5596,0.054433,1,V,0.0030000000000001137
68545734,229647,B,NSVS 8233754,0,EB,,12.4,,R1,(,,0.64,,R1,,0.7690093,,280.81693,32.41357,0.24382,1,GAIA,0.09149999999999991
68632409,629100,B,WISE J184427.5+302358,0,EA,,9.16,,V,(,,0.21,,TESS,,1.09065,,281.11496,30.39956,0.048923,1,V,0.054999999999999716
68667094,557459,B,ASASSN-V J184443.23+323652.3,0,EA,,13.87,,V,,,14.53,,V,,1.784026,,281.18012,32.61453,50.500888,1,V,0.09000000000000163
68901227,229337,B,NSVS 5248144,0,EW,,11.95,,R1,(,,0.36,,R1,,0.27546366,,249.69005,39.38866,1.988662,1,GAIA,0.11109999999999864
68901798,245387,B,1SWASP J163844.53+411849.0,0,E,,10.85,,CV,(,,0.11,,CV,,3.859897,,249.68554,41.31361,0.093393,1,V,0.03500000000000014
69546708,11718,B,V0798 Cyg,0,HADS(B),,12.28,,V,,,12.66,,V,,0.1947725,,294.52874,30.90931,0.01534,1,V,0.24300000000000033
69559020,235847,B,UCAC4 603-088145,2,CST,,13.8,,V,,,,,,,,,294.65546,30.51792,51.148658,1,V,0.7190000000000012
69769073,416239,B,ASAS J160459-3809.2,0,SR,,9.0,,Ic,(,,0.496,,Ic,,532.0,,241.24523,-38.15331,0.045721,1,T,0.1227999999999998
69818351,122354,B,ASAS J223107-1941.0,0,EW,,12.41,,V,,,12.94,,V,,0.233407,,337.77525,-19.68289,10.179044,1,V,0.4190000000000005
69819180,1102,B,KX Aqr,0,EA/DM/RS,,8.13,,V,,,8.57,,V,,2.073225,,337.80592,-22.99658,0.03491,1,V,0.010000000000001563
69838619,122359,B,ASAS J223116-2032.6,0,EW,,12.01,,V,(,,0.38,,V,,0.38332,,337.81421,-20.54242,0.022141,1,V,0.28200000000000003
69874547,281634,B,ASAS J160556-3737.6,0,ED,,13.918,,V,(,,0.22,,Ic,,1.59,,241.4835,-37.62992,0.075998,1,V,0.16100000000000136
69888530,122390,B,ASAS J223352-2351.9,0,ED,,10.7,,V,(,,0.21,,V,,10.35148,,338.46429,-23.86467,0.044732,1,V,0.041999999999999815
69889494,994,B,EE Aqr,0,EB,,7.91,,V,,,8.55,,V,,0.50899582,,338.67487,-19.85981,0.016069,1,V,0.1899999999999995
69949079,932,B,BI Aqr,0,EA,,11.85,,V,,,12.4,,V,,13.0464,,340.04746,-23.22792,0.071509,1,V,0.5280000000000005
70442570,26595,B,VZ PsA,0,EA,,5.66,,V,,,5.83,,V,,5.76333,,339.71446,-33.08133,0.081203,1,V,0.0
70555928,39387,B,AU For,0,EA,,10.58,,V,,,11.17,,V,,6.11384,,33.75989,-33.85147,0.015506,1,V,0.6259999999999994
70742156,715328,,ASASSN-V J000154.45-300741.8,0,ROT,,13.81,,V,,,13.97,,V,,0.497028,,0.47688,-30.12828,0.010941,1,V,0.10599999999999987
70775324,53450,B,DQ Scl,0,EW,,14.68,,CV,,,14.8,,CV,,0.51388,,1.21206,-30.49875,0.011932,1,V,0.484
70870736,90960,B,ASAS J100916-3401.2,0,DSCT,,10.09,,V,(,,0.19,,V,,0.198304,,152.31792,-34.02064,0.052712,1,V,0.07099999999999973
70999666,2213401,,KELT KC18C010016,3,EA,,11.73,,V,(,,0.03,,V,,2.944357,,91.27008,65.12148,0.149614,1,V,0.0
71026173,76132,B,ASAS J042317-1302.7,0,EC,,10.75,,V,(,,0.34,,V,,0.67951,,65.82162,-13.04481,0.008362,1,V,0.013999999999999346
71032040,91045,B,ASAS J101155-3450.9,0,EW,,11.37,,V,(,,0.34,,V,,0.405667,,152.97888,-34.84936,0.053171,1,V,0.40700000000000003
71103363,239907,,NSVS 2243628,0,EA,,12.38,,R1,,,14.32,,R1,,2.44981,,91.92542,60.80139,1.589268,1,GAIA,0.29499999999999993
71107089,76200,B,ASAS J042708-1238.8,0,EW,,12.57,,CV,(,,0.31,,CV,,0.357639,,66.78324,-12.64653,0.035756,1,V,0.33999999999999986
71132174,14124,B,DU Eri,0,GCAS,,5.33,,V,,,5.9,,V,,,,67.27883,-13.04836,0.102801,1,V,0.20631999999999984
71298511,495,B,YZ Ant,0,EA,,10.48,,V,,,11.54,,V,,2.152391,,154.39071,-32.46933,0.07661,1,V,0.09699999999999953
71330078,2212911,,KELT KC19C022981,0,EA,,11.93,,V,(,,0.11,,V,,2.457247,,114.93267,69.25465,0.006199,1,V,0.16799999999999926
71531463,11461,B,V0541 Cyg,0,EA/DM,,10.2,,pg,,,10.9,,pg,,15.33779,,295.62271,31.32783,0.091191,1,B,0.17800000000000082
71546916,172649,B,BY Ant,0,EA,,9.21,,V,,,9.28,,V,,9.8604,,155.70163,-33.61619,0.121694,1,V,0.049999999999998934
71613490,58280,B,NSV 19845,0,VAR,,7.69,,V,(,,0.02,,V,,0.65703,,202.4837,34.5243,0.14902,1,V,0.0
71630310,78785,B,ASAS J060239-1108.5,0,E/RS,,10.88,,V,(,,0.19,,V,,0.312825,,90.66188,-11.14211,0.090213,1,V,0.09800000000000075
71684026,281075,B,ASAS J060321-0810.3,0,ROT,,11.233,,V,(,,0.071,,V,,2.152,,90.84242,-8.17319,0.042853,1,V,0.23300000000000054
71704081,579344,B,ASASSN-V J110531.76-473728.7,0,VAR,,12.51,,V,,,12.88,,V,,,,166.38235,-47.62464,71.283673,1,V,0.5069999999999997
71727949,19524,B,V0696 Mon,0,*,,5.12,,B,,,5.18,,B,,,,91.05625,-6.70894,0.05304,1,B,0.027000000000000135
71733721,708840,,ASASSN-V J110530.66-445721.4,0,EW,,11.96,,V,,,12.08,,V,,0.321484,,166.37774,-44.95594,0.008159,1,V,0.1609999999999996
71847068,7104,B,V0773 Cas,0,EA,,6.21,,Hp,,,6.3,,Hp,,1.29366,,26.07488,57.53661,0.337065,1,V,0.008960000000000079
72304929,55233,B,NSV 16798,0,EC,,8.96,,V,,,9.18,,V,,0.3658,,92.67792,-9.85111,24.574689,1,V,0.8140000000000001
72444850,95040,B,ASAS J122924-4720.2,0,ESD,,12.49,,V,(,,0.34,,V,,0.41484,,187.34925,-47.33611,0.07453,1,V,0.129999999999999
72540212,708153,,ASASSN-V J100645.71-411209.2,0,EW,,12.56,,V,,,12.71,,V,,0.303985,,151.69048,-41.20256,0.003406,1,V,0.16000000000000014
72586907,14294,B,nu. For,0,ACV,,4.68,,V,,,4.71,,V,,1.89232,,31.12267,-29.29683,0.120128,1,V,0.0
72588909,410547,B,ASAS J020611-2913.6,0,ESD|EC,,8.826,,Ic,(,,0.063,,Ic,,0.573224,,31.54457,-29.22607,0.121011,1,T,0.13461999999999996
72637266,74544,B,ASAS J020800-2858.7,0,EW,,11.98,,V,(,,0.32,,V,,0.42203894,,31.99812,-28.97814,0.091288,1,V,0.14400000000000013
72661923,90933,B,ASAS J100824-3719.2,0,EA/RS,,11.48,,V,,,11.78,,V,,1.91842,,152.10188,-37.3205,0.010281,1,V,0.10699999999999932
72747400,53918,B,AV For,0,EA,,8.63,,V,,,8.72,,V,,1.8797,,34.64029,-29.67114,0.046516,1,V,0.0
72782654,23253,B,GG Ori,0,EA/DM,,10.7,,pg,,,11.1,,pg,,6.63147,,85.79258,-0.68747,0.109662,1,B,0.22100000000000009
72839144,15170,B,V0359 Her,0,EA/SD,,10.2,,pg,,,11.2,,pg,,1.7557737,,254.11964,37.65525,0.032134,1,B,0.16500000000000092
73177813,742559,,ASASSN-V J123940.09-425700.6,0,EB,,11.11,,V,,,11.34,,V,,8.8181,,189.91705,-42.95018,29.37887,1,V,0.968
73296233,85712,B,ASAS J080418-0346.7,0,ED|ESD,,11.86,,V,(,,0.37,,V,,4.5023,,121.07629,-3.77939,0.029414,1,V,0.05299999999999905
73386477,492,B,XY Ant,0,EA,,9.9,,V,,,10.64,,V,,2.1803419,,154.551,-36.80517,0.015621,1,V,0.08399999999999963
73455146,95405,B,ASAS J124338-4656.1,0,EC,,10.23,,V,(,,0.39,,V,,0.66936,,190.90658,-46.93467,0.011621,1,V,0.09499999999999886
73650567,171493,B,UNSW-V 470,0,ROT,,9.844,,V,(,,0.127,,V,,1.048,,192.03167,-44.65486,2.175866,1,V,0.11799999999999855
73672504,91391,B,ASAS J102224-3944.7,0,EA,,11.18,,V,(,,0.43,,V,,3.001494,,155.59808,-39.74539,0.039371,1,V,0.2940000000000005
73674320,297590,B,NSVS 18490555,0,EA,,12.35,,V,,,12.95,,V,,4.061694,,155.62379,-37.92486,0.053315,1,V,0.3379999999999992
73699931,476923,B,HD 158343,0,ACV,,9.66,,V,,,9.67,,V,,0.669399,,262.96004,-55.44661,0.082244,1,V,0.019000000000000128
