MAIN_ID,TIC_ID,Is_EB_SIMBAD,OTYPES,V__vartyp,angDist,Match_Score
HD  34205,188989177,-,**|*|IR,,,5
HD 138708,189083504,-,PM*|*|IR,,,5
HD 196832,189122862,-,*|IR|UV,,,5
HD  81753,189271286,-,Be*|**|Em*|V*|*|IR|UV,,,5
TYC 6600-808-1,189339563,-,*|IR,,,5
TYC 6613-497-1,189349514,-,*|IR,,,5
BD+38   271,189397763,-,SB*|*|IR,,,5
TYC 2814-1655-1,189414606,-,V*|*|IR,,,5
CD-26  7155,189443737,T,EB*|V*|*|IR,E,,5
V* S Ant,189476500,T,EB*|PM*|SB*|V*|*|IR|UV|X,E,,5
CD-24  8211,189529184,-,*|IR,,,3
HD  83040,189570400,-,*|IR,,,3
V* V539 And,189571727,-,RS*|PM*|PM*|PM*|V*|*|IR|Rad|X,?,,5
GALEX J093448.2-251248,189585096,-,HS*|HS*|V*|blu|*|*|IR|UV,SIN,,5
CD-27  6748,189617334,-,PM*|*|IR,,,5
TYC 2306-1441-1,189670720,-,*|IR,,,5
V* V544 And,189714989,F,dS*|SX*|Pu*|V*|*|IR,PULS,,5
V* V Cir,189784898,T,EB*|V*|*|IR,EA/D,,5
TYC 2938-615-1,189814368,-,*|IR,,,5
CD-51  9340,189931058,-,*|IR,,,5
HD  75476,189993991,-,*|IR|UV,,,5
TYC 8684-1786-1,190271688,-,*|IR,,,3
1RXS J063626.1+434950,190332444,F,Ro*|PM*|PM*|PM*|LM*|PM*|*|*|IR|X,Rot,,5
ASAS J154130-5330.3,190372855,F,Ro*|V*|*|*|IR|X,rot,,5
HD  76304,190647381,-,**|*|IR,,,5
LSPM J2142+4429,190693377,-,PM*|*|IR,,,1
TYC 7150-787-1,190721237,-,PM*|*|IR,,,4
V* V652 Cyg,190734021,T,PM*|EB*|V*|*|IR,,,5
LSPM J2144+4211,190885165,-,PM*|PM*|SB*|*|IR,,,1
TYC 7680-317-1,190894941,-,*|IR,,,5
V* BF Vel,190894967,T,EB*|V*|*|IR,,,5
TYC 7680-414-1,190989264,-,*|IR,,,5
HD  76859,190990336,-,*|IR,,,3
UCAC4 303-101412,191221080,-,blu|*|IR,,0.001697,5
CD-41  4729,191446688,-,PM*|*|IR,,,5
HD   4134,191463077,T,EB*|V*|**|*|IR,,,1
V* CC And,191466237,F,V*|dS*|V*|*|IR|UV|UV,DSCT,,5
TYC 7685-1313-1,191538746,-,*|IR,,,5
V* GO And,191662881,F,Pe*|PM*|V*|a2*|*|IR|UV,aCV,,5
HD  77810,191677002,-,*|IR,,,5
UCAC4 285-101034,191694822,-,*|IR|Y*?,,,1
HD   8862,191769621,-,*|IR,,,5
V* V405 Vel,191780450,T,EB*|**|V*|*|IR|X,,,5
TYC 7681-1173-1,191785996,-,PM*|*|IR,,,5
HD  78287,191926695,-,**|*|IR,,,2
TYC 7681-595-1,191928543,-,*|IR,,,5
V* HS Aur,191933664,T,EB*|SB*|V*|*|IR,E,,5
CD-41  4822,191951868,-,PM*|*|IR,,,5
TYC 2950-590-1,191965113,-,Pe*|SB*|*|IR,,,5
* psi10 Aur,192062418,-,V*|*|IR|UV,,,3
TYC 2954-1838-1,192071095,-,PM*|*|IR,,,5
HD  78644,192087959,-,PM*|V*|*|IR|UV|X,,,5
HD  51612,192111972,-,SB*|**|*|IR,,,4
TYC 2951-178-1,192201543,-,SB*|*|IR,,,5
HD  79241,192475503,-,*|IR|UV,,,5
HD  89324,192542237,-,*|IR,,,5
BD-19  2973,192545587,-,*|IR,,,5
V* VY Hya,192562305,T,PM*|PM*|EB*|V*|*|IR,E,,5
TYC 2855-585-1,192587088,-,SB*|SB*|V*|*|IR,,,5
V* V889 Per,192732127,F,SB*|PM*|V*|gD*|SB*|*|IR,,,5
HD  20426,192841831,-,*|IR,,,5
1RXS J101909.2-282811,192942178,F,Ro*|PM*|PM*|V*|*|*|IR|X,rot,,5
TYC 6631-538-1,192990023,T,EB*|V*|V*|*|IR,,,5
TYC 6623-962-1,193068556,-,*|IR,,0.002261,5
CD-29  8335,193071310,-,*|IR,,,5
EC 10246-2707,193092806,T,**|EB*|HS*|V*|V*|blu|*|IR|UV,SIN,,5
TWA 34,193136669,-,LM*|PM*|*|*|IR,,,1
CD-23  9323,193194166,-,**|*|IR,,,5
HD  91337,193249652,-,*|IR,,,5
CD-29  8443,193271278,T,SB*|EB*|**|*|IR,,,5
HD  91689,193274465,-,*|IR,,,5
UCAC4 377-061889,193293246,-,PM*|*|IR,,,5
BD-12  3506,193318067,-,PM*|*|IR,,,5
TYC 6093-465-1,193322682,-,*|IR,,,5
V* UW Cyg,193391232,T,EB*|V*|*|IR,E,,5
LINEAR 18024182,193515431,T,EB*|V*|*|EB?|EB?|IR,EA:,,5
V* V1776 Cyg,193537392,-,No*|V*|*|IR|UV,,,5
V* V2540 Cyg,193538686,T,EB*|V*|*|EB?|IR,EW:,,5
V* ZZ Cyg,193545446,T,EB*|V*|*|IR,E,,5
1SWASP J162240.75+430108.1,193553960,T,EB*|EB*|EB*|V*|*|EB?|IR,EW:,,5
HD 148195,193558733,-,PM*|*|IR,,,5
V* V1067 Her,193578361,T,EB*|V*|*|EB?|IR,EW:,,5
V* V1068 Her,193580427,T,EB*|EB*|EB*|EB*|V*|*|EB?|IR,EW:,,5
ROTSE1 J174429.67+425851.0,193604411,T,EB*|V*|V*|*|IR,SIN,,5
NSVS   5354761,193627658,T,EB*|V*|*|EB?|EB?|IR,EW:,,5
V* V1069 Her,193635719,T,EB*|EB*|EB*|V*|**|*|EB?|IR,EW:,,5
ROTSE1 J175141.80+475830.4,193728983,T,EB*|**|V*|*|EB?|IR,EW:,,5
V* V1302 Her,193770329,T,EB*|V*|*|EB?|IR,EW:,,5
V* V338 Her,193774939,T,EB*|V*|*|IR,E,,3
ROTSE1 J175527.44+440654.3,193819456,T,EB*|V*|**|*|EB?|IR,EW:,,2
2MASS J17551482+4649068,193821046,F,Ro*|PM*|*|IR,Rot,,5
V* V1309 Her,193823999,T,EB*|**|V*|*|EB?|IR,EW:,,5
Gaia EDR3 4042180300005971200,193831684,-,PM*|*,,0.003821,3
TYC 3515-540-1,193867475,-,*|IR,,103.615241,1
V* V1321 Her,193886356,T,EB*|EB*|PM*|V*|*|IR|X,?,,5
BD+51  1991,193948188,-,*|IR,,,5
HD 136511,193971913,-,PM*|SB*|**|*|IR,,,5
V* FI Boo,193990389,T,EB*|PM*|SB*|V*|*|IR,EW,,5
TYC 3485-917-1,193994472,-,*|IR,,,5
V* V5505 Sgr,194025647,F,dS*|V*|*|IR,,,5
HD 195355,194132691,-,PM*|*|IR,,,5
GD 4,194303300,-,WD*|PM*|*|IR,,,5
HD    414,194305489,-,*|IR,,,5
HD    639,194353171,-,PM*|*|IR|UV,,,5
HD    653,194356599,-,*|IR,,,3
V* V511 Per,194736844,T,EB*|V*|*|IR,E,,5
CPD-29  5108,195176960,-,*|IR,,,2
LSPM J2040+4200,195383541,-,PM*|*|IR,,,1
BD+41   186,196433833,-,PM*|*|IR,,,5
* zet Pyx,196551580,-,PM*|**|V*|*|IR|UV,-,,5
V* CO And,196740034,T,EB*|V*|*|IR,E,,5
TYC 3264-1795-1,196776171,-,*|IR,,,5
LP  151-21,196815186,-,PM*|**|PM*|*|IR,,,1
UCAC4 670-006185,196896001,T,EB*|*|IR,ELCVn,,3
[DCO2008] T-And0-03526,196920546,T,EB*|EB*|*|IR,E,,5
HD   8098,196946162,-,*|IR,,,5
BD+37  1613,197121660,-,PM*|*|IR,,,5
V* MP Lac,197556869,T,EB*|V*|*|V*?,,0.002053,5
UCAC4 260-197941,197570458,T,EB*|*|IR,,,1
HD 207822,197617029,-,*|IR,,,5
HD 208465,197686971,-,PM*|*|IR,,,5
HD 208626,197691219,-,*|IR,,,5
V* DU Gru,197735761,T,EB*|V*|*|IR,Ecl,,5
V* MZ Lac,197755658,T,EB*|V*|*|IR|V*?,E,,5
V* DG Lac,197757000,T,EB*|V*|*|IR|V*?,E,,5
HD 209687,197760286,-,*|IR,,,5
V* RU Ind,197766143,T,EB*|V*|**|*|IR,,,5
SIPS J0324-5945,197787155,-,PM*|PM*|*|IR,,5e-06,5
CD-56   687,197788791,-,*|IR,,,5
LEHPM 3427,197829751,F,PM*|LM*|Er*|*|IR,,,5
UCAC4 172-003419,197866266,-,PM*|LM*|**|*|*|IR|X,,,1
CD-58   767,197886566,-,*|IR,,,3
HD  24332,197887879,-,SB*|**|*|IR,,,5
HD  24510,197890692,-,*|IR,,,5
UCAC4 154-003547,197891854,-,PM*|*|IR,,,5
CD-58   791,197908268,-,*|IR,,,5
TYC 8501-1160-1,197931263,-,*|IR,,,5
V* UX Ret,197933923,T,EB*|V*|*|IR|UV,EW,,5
HD  25268,197934692,-,*|IR,,,5
HD 211712,197936710,F,Ro*|BY*|PM*|V*|*|IR|X,rot,,5
HD 218437,197954428,-,*|IR,,,5
CD-52 10357,197956716,-,*|IR,,,5
HD  25615,198006960,-,*|IR,,,5
TYC 8501-1597-1,198008002,-,*|IR,,,5
HD  25591,198008281,-,**|*|IR,,,5
ASAS J040237-5502.5,198011271,T,EB*|V*|*|IR,,,5
CD-55   821,198036830,-,PM*|*|IR,,,5
HD  26306,198037741,-,*|IR|UV,,,3
TYC 8508-1413-1,198051336,-,*|IR,,,5
HD  27221,198076334,-,*|IR,,,3
UCAC2   7194405,198077394,-,*|IR,,,4
HD 113878,198106247,-,*|IR,,,5
BD+47  2107,198109209,-,*|IR,,,5
HD 122675,198149764,-,PM*|*|IR,,,5
BD+43  2375,198152578,-,PM*|**|*|IR,,,4
TYC 4192-2336-1,198159529,-,*|IR,,,5
* eta Dra,198187877,-,PM*|**|V*|*|IR|UV|X,,,5
V* TX Dra,198236604,-,LP*|PM*|V*|*|IR,SRB,,5
HD 150254,198237384,-,PM*|*|IR|UV,,,5
BD+62  1495,198240299,-,*|IR,,,5
AG+60 1033,198242676,-,PM*|**|*|IR,,,5
V* WW Dra,198242678,-,PM*|RS*|SB*|V*|**|*|IR|X,E,,5
TYC 4193-1797-1,198279495,-,*|IR,,,5
NSVS   2831358,198280388,T,EB*|EB*|V*|*|EB?|IR,EW:,,3
V* FU Dra,198313291,T,EB*|EB*|EB*|PM*|SB*|**|V*|PM*|*|IR,E,,5
UCAC4 759-045226,198314835,-,PM*|*|IR,,,4
[DCO2008] T-Dra0-00829,198354443,T,EB*|EB*|*|IR,E,,5
TYC 3890-1121-1,198358825,-,PM*|SB*|*|IR,,,5
TYC 3899-301-1,198361391,-,*|IR,,,5
TYC 3899-853-1,198382838,-,PM*|*|IR,,,5
2MASS J17104513+5402567,198385324,T,EB*|*|IR,,,3
[GGM2006]  2908282,198388252,T,EB*|EB*|EB*|EB*|V*|**|*|EB?|IR,EW:,,5
HD 156559,198407592,-,*|IR,,,5
V* V508 Dra,198407749,F,V*|RS*|Pu*|V*|*|*|IR|UV|X,PULS,,5
NSVS   2910034,198408416,T,EB*|EB*|*|*|EB?|IR|UV,EW:,,5
ROTSE1 J171552.13+535922.9,198410119,T,EB*|V*|V*|*|IR,SIN,,5
NSVS   2909512,198410462,T,EB*|V*|V*|*|IR,SIN,,5
TYC 3891-907-1,198410480,-,*|IR,,,3
TYC 3899-923-1,198412566,-,*|IR,,,5
TYC 3895-254-1,198413255,-,*|IR,,,5
V* GM Dra,198416591,T,EB*|PM*|V*|SB*|*|IR|X,EW,,5
HD 158013,198418712,-,SB*|*|IR|UV,,,5
HD 238699,198457457,T,EB*|PM*|V*|*|IR,EW,,5
HD 158732,198458462,-,*|IR|UV,,,3
HD 238707,198478755,-,*|IR,,,5
TYC 3892-621-1,198480110,-,HB*|*|*|IR,,,5
BD+23  2507,198483362,-,*|IR,,,5
HD 114955,198507944,-,*|IR,,,5
HD 141988,198537349,-,*|IR,,,5
TYC 4185-103-1,198555959,-,*|IR,,,5
TYC 4182-87-1,198557730,-,*|IR,,,4
BD+42  2782,198560607,T,EB*|EB*|EB*|EB*|**|V*|*|IR|X,?,,5
BD+44  2654,198588220,-,*|IR,,,5
UCAC4 670-065487,198614722,-,SB*|V*|*|IR,,0.000827,5
UCAC4 670-109745,199010369,F,Ro*|V*|*|IR|mul,,0.380347,2
V* V442 Cyg,199420503,T,EB*|V*|*|IR,E,,5
BD+22  2561,199497213,T,EB*|V*|*|IR|X,EC,,5
BPS BS 17451-0082,199547911,-,PM*|*|IR,,,5
HD 144653,199549116,-,**|*|IR,,,3
HD 145178,199573174,-,*|IR,,,5
V* CM Dra,199574208,T,EB*|V*|PM*|PM*|PM*|SB*|**|PM*|EB*|BY*|SB*|V*|Er*|*|*|IR|X,E,,5
EGGR 258,199574211,-,AGN|WD*|PM*|PM*|**|*|*|IR,,,5
[DCO2008] T-Dra0-01133,199612934,T,EB*|RR*|EB*|*|EB?|IR,EW:,,5
HD 151199,199635160,-,PM*|V*|*|IR|UV,,,5
TYC 3885-38-1,199660910,-,*|IR,,,5
HD 151613,199661915,-,SB*|**|*|IR|UV|X,,,3
[DCO2008] T-Dra0-00358,199662929,T,EB*|EB*|*|IR,E,,5
UCAC4 723-056324,199662939,-,*|IR,,,5
HD 151669,199663151,-,*|IR|UV,,,5
HD 152206,199667851,-,*|IR,,,5
ATO J252.4161+58.2567,199682033,T,*|EB?|IR,EW:,,3
HD 238614,199682037,-,**|*|*|IR|X,,,3
TYC 3882-858-1,199688293,-,*|IR,,,5
BPS BS 16080-0095,199688409,T,EB*|EB*|*|EB?|IR,EA:,,5
TYC 3885-829-1,199688472,-,*|IR,,,3
TYC 3890-1119-1,199708835,-,*|IR,,,5
[DCO2008] T-Dra0-01519,199709055,T,EB*|PM*|EB*|*|IR,E,,5
TYC 3894-122-1,199710904,-,*|IR,,,5
RX J1657.5+5931,199716496,T,EB*|EB*|*|*|IR|X,E,,5
TYC 7547-199-1,199732644,-,*|IR,,,5
TYC 8368-1481-1,200171985,-,*|IR,,,5
HD 272421,200280131,-,SB*|*|IR,,,5
V* TV Pic,200282468,F,PM*|El*|V*|*|IR|UV,,,5
V* W Cae,200297691,T,EB*|V*|*|IR|X,ED,,5
V* V414 Lac,200332852,F,a2*|V*|*|IR|UV,,,5
HD 273417B,200363294,-,PM*|**|*|IR,,,5
HD 273417A,200363295,-,PM*|**|*|IR|X,,,5
ASAS J050903-4209.4,200364466,F,PM*|Ro*|PM*|Er*|V*|*|*|IR|X,rot,,5
SCR J0509-4325,200368010,-,PM*|PM*|PM*|*|*|IR,ROT,,5
TYC 3213-298-1,200373531,-,SB*|V*|*|IR,,,5
TYC 8078-1458-1,200375020,-,*|IR,,,5
HD  34025,200386263,F,El*|V*|*|IR|X,Ell,,5
HD 273259,200391825,-,*|IR,,,5
TYC 7592-466-1,200436851,-,*|IR,,,5
HD  30162,200438931,-,*|IR,,,5
V* SX Cae,200440175,T,EB*|V*|*|IR|V*?,,,5
HD  30204,200440270,-,**|*|IR,,,3
HD 244629,200527249,-,*|IR,,,5
V* RT Ori,200545562,-,LP*|LP*|V*|C*|*|IR|LP?,SRB,,1
TYC 8464-565-1,200670652,-,PM*|*|IR,,,5
HD  19948,200723490,-,*|IR,,,5
HD  19916,200723869,-,PM*|PM*|*|IR,,,5
CD-52   634,200724774,-,*|IR,,,5
V* IW Per,200738653,F,El*|SB*|V*|*|IR|UV,,,5
CD-48   897,200743349,-,*|IR,,,5
TYC 8062-84-1,200745563,-,*|IR,,,5
HD  20957,200768244,-,*|IR,,,5
HD 275547,200792606,T,EB*|EB*|*|IR,E,,5
CRTS J033421.2-514842,200850660,T,EB*|*|IR,EA,0.090729,2
HD 278844,200921621,-,*|IR,,,5
V* V579 Per,200937303,F,RR*|V*|*|IR|UV,,,3
HD 275632,200939418,-,PM*|*|IR,,,5
TYC 8833-214-1,201176965,-,*|IR,,,5
PM J03455+3706,201186294,-,PM*|PM*|*|IR,,,5
HD 224270,201230928,-,*|IR,,,5
HD 224470,201233470,-,PM*|*|IR,,,5
UCAC4 204-184945,201233610,-,*|IR,,,5
HD 275793,201244397,-,**|*|IR,,,4
WT 1057,201248233,F,PM*|Er*|*|IR,,,5
CD-55  9423,201248411,-,PM*|*|IR,,,5
CD-57  8930,201249189,T,EB*|V*|**|*|IR,EW,,5
V* AO Tuc,201252114,F,V*|RR*|*|IR|RR?,RRc,,5
JL 155,201255204,-,WD*|blu|*|IR,,,5
UNSW-V 320,201256771,T,EB*|EB*|V*|*|IR,EA,,5
HD    274,201286340,F,Pu*|V*|*|IR,PUL,,5
V* BL Phe,201291279,T,PM*|EB*|**|V*|*,,3.203885,3
HD    750,201292718,-,PM*|PM*|*|*|IR,,,5
CD-58    22,201293780,-,PM*|*|IR,,,5
HD  42373,201425836,-,V*|*|IR|UV,,,5
V* IO CMa,201497357,T,EB*|V*|*|IR|UV,EA?,,5
HD 189330,201687578,-,PM*|*,,0.0025,5
HD 232105,201693184,-,*|IR,,,5
WT 686,201726459,-,PM*|*|IR,,,5
V* V377 Pav,201731557,F,a2*|V*|*,,0.002286,5
TYC 3258-1237-1,201740961,-,*|IR,,59.230097,0
HD 191646,201747686,-,SB*|**|*|IR,,,4
UCAC4 156-001978,201753428,F,PM*|Er*|*|*|IR|X,,,5
GSC 08489-00481,201776479,-,**|*|IR,,,2
2MASS J02153328-5627175,201789285,-,PM*|TT*|*|*|*|IR,,,5
UCAC2   7432117,201796819,-,*|IR,,,3
TYC 8487-805-1,201836246,-,*|IR,,,5
CD-57   504,201856547,-,PM*|*|IR,,,5
BD+48    28,201867995,-,**|*|IR,,,3
CD-57   521,201876214,-,*|IR,,,5
APMPM J0237-5928,201878287,-,PM*|PM*|PM*|*|IR|X,ROT,,1
CD-57   545,201924791,-,PM*|*|IR,,,5
HD    883,201970603,-,*|IR,,,5
TYC  750-299-1,202049901,-,*|IR,,,5
2MASS J00160160+4855568,202088205,F,Ro*|PM*|*|IR,Rot,,5
HD   1402,202152389,-,**|*|IR,,,5
HD  78846,202276766,-,*|IR|UV,,,3
HD  79338,202278022,-,*|IR,,,5
HD  79870,202291965,-,*|IR|UV,,,5
HD  79987,202292125,-,*|IR,,,5
V* RW UMa,202295392,-,RS*|SB*|V*|*|IR|X,E,,5
V* PU Dra,202299805,T,V*|EB*|V*|*|IR,LPV:,,5
TYC 3260-999-1,202366954,-,*|IR,,,5
HD 134319,202426247,F,BY*|PM*|PM*|V*|**|*|IR|X,BY,,5
TYC 3256-104-1,202436668,-,*|IR,,,4
V* BV Dra,202442615,T,PM*|PM*|SB*|**|V*|EB*|PM*|*|IR|UV|X,E,,5
V* BW Dra,202442617,T,PM*|**|SB*|V*|EB*|PM*|*|IR,E,,5
V* NO Dra,202442974,T,EB*|V*|**|*|IR,,,5
HD 135529,202444594,-,SB*|**|*|IR,,,3
V* V1304 Sco,202445608,T,EB*|V*|*|IR|UV,,,5
HD 136709,202490797,-,*|IR,,,5
BD+61  1496,202503855,-,*|IR,,,5
TYC 4181-1214-1,202509016,-,*,,0.080971,4
TYC 4181-224-1,202509019,-,*|IR,,,5
TYC 3654-2005-1,202601061,-,*|IR,,,5
TYC 3260-2143-1,202712412,-,*|IR,,,5
HD 193346,203001339,-,*|IR,,,4
BD-17  3796,203331809,-,*|IR,,0.000777,5
HD 119355,203377303,-,PM*|*|IR,,,5
HD 127171,203451644,-,*|IR,,,5
HD 127208,203452834,F,Be*|SB*|El*|V*|*|IR|UV,,,5
UCAC4 343-072291,203476189,-,PM*|*|IR,,,5
TYC 6397-1279-1,204295137,-,PM*|*|IR,,,5
HD 217802,204316769,-,PM*|*|IR,,,5
TYC 6397-600-1,204319158,-,*|IR,,0.003678,5
TYC 6401-902-1,204325097,-,*|IR,,,5
BD-22  6069,204325855,T,EB*|EB*|EB*|**|V*|*|IR,EC,,5
ATO J347.0991-19.7038,204327008,T,EB*|V*|*|EB?|IR,EW:,,1
WASP-6,204376737,-,V*|*|IR,,,5
HD 219086,204388119,-,*|IR,,,5
BD-21  6385,204390369,-,*|IR,,,5
CRTS J214711.8-325347,204497617,T,EB*|EB*|V*|*|IR,EA,,5
HD  17438,204614426,-,Pe*|*|IR|UV|X,,,5
UCAC4 328-067282,204649983,-,*|IR,,0.037431,2
CD-23 10514,204698586,-,*|IR,,,3
UCAC4 309-089866,205336474,-,*|*|IR,,,5
HD 150347,205913291,-,*|IR|UV,,,5
HD 221419,206286414,-,PM*|*|IR,,,5
CD-49 14193,206327795,F,PM*|Er*|PM*|**|*|IR|X,,,5
UCAC3 83-414538,206327797,F,PM*|Er*|**|*|IR,,,5
TYC 8459-1098-1,206328160,-,*|IR,,,2
CRTS J234607.4-514455,206360297,T,EB*|*|IR,Ecl,,3
HD 223528,206384091,-,*|IR,,,5
HD  22857,206385554,-,**|*|IR,,,5
Gaia EDR3 4733231157659118464,206403004,-,*,,0.00187,3
V* BV Aqr,206460831,F,V*|RR*|*|IR,RRab,,5
HD 209385,206462116,T,EB*|**|*|IR,Det,,1
CD-53   777,206468815,-,PM*|*|IR,,,5
TYC 8070-277-1,206474443,-,*|IR,,,2
HD 209719,206481548,-,*|IR,,,5
CD-50  1188,206485616,-,*|IR,,,5
TYC 6383-994-1,206488312,-,PM*|*|IR,,,5
1RXS J035428.3-493037,206492505,F,Ro*|V*|*|IR|X,rot,,5
TYC 6380-584-1,206498307,-,PM*|*|IR,,,5
HD 210198,206498748,-,**|*|IR,,,3
HD   7016,206534861,-,PM*|*|IR,,,5
UCAC4 334-217953,206537129,-,*|IR,,0.060807,4
V* AO Aqr,206537272,T,EB*|EB*|V*|*|EB?|IR,EW,,5
WT 2221,206537793,-,PM*|LM*|*|IR,,,5
CPD-57   261,206541859,-,*|IR,,,5
UPM J0113-5939,206544316,-,TT*|PM*|*|*|*|IR,,,5
HD 210737,206545643,-,SB*|PM*|SB*|*|IR|UV|X,,,5
BD-22  5866,206556127,T,EB*|**|EB*|PM*|SB*|PM*|Er*|PM*|V*|*|IR|X,ED,,5
TYC 8477-34-1,206564114,-,PM*|*|IR,,,5
HD 211363,206588168,-,PM*|*|IR|UV,,,5
V* BC Phe,206590268,-,SB*|V*|RS*|*|IR|UV|X,Ell,,5
TYC 6955-331-1,206597445,-,PM*|*|IR,,,5
2MASS J01344601-5707564,206623351,-,LM*|PM*|*|*|*|IR,,,5
UCAC4 279-221100,206686292,-,SB*|*|IR,,,5
CD-30 19371,206690179,-,*|IR,,,5
TYC  736-62-1,206791096,-,*|IR,,,5
HD 257366,206792542,-,Em*|*|IR|UV,,,1
HD 257511,206844439,-,*|IR,,,3
CD-54  6566,206912019,-,PM*|*|IR,,,5
HD 203493,207080350,-,PM*|*|IR|UV,,,5
HD 203494,207080361,-,PM*|*|IR,,,5
HD   9544,207085716,-,PM*|*|IR|UV|X,,,5
JL 251,207085743,F,HS*|RR*|blu|blu|*|IR|UV,RRd,,5
V* AE Phe,207085748,T,PM*|SB*|EB*|V*|*|IR|X,E,,5
ASAS J013556-5228.7,207091008,T,EB*|V*|*|IR,,,4
UCAC4 168-002586,207109794,-,*|IR|Y*?,,,3
TYC 8497-28-1,207110080,-,*|IR,,,5
TYC 8495-1243-1,207174524,-,*|IR,,,5
V* SZ Hor,207174531,T,EB*|SB*|V*|*|IR|V*?,E,,5
UCAC3 65-6514,207199350,F,PM*|Er*|*|IR,,,5
1RXS J031028.8-572132,207200487,T,EB*|V*|*|IR|X,,,5
CD-57   624,207203189,-,*|IR,,,5
HD  20784,207235278,F,Ro*|*|IR|UV,,,5
TYC 8499-913-1,207237016,-,*|IR,,,5
TYC  767-1376-1,207243321,-,*|IR,,,5
TYC  763-670-1,207245989,-,*|*|IR,,,5
TYC  767-705-1,207328101,-,*|IR,,,5
TYC  767-939-1,207328124,-,*|IR,,,5
V* Z CVn,207343225,F,RR*|RR*|RR*|Pu*|RR*|V*|*|IR|RR?,RRab,,3
[GGM2006]  2702469,207384197,T,EB*|EB*|**|*|IR,EW,,5
LP  379-62,207385593,-,PM*|PM*|*|IR,ROT,,0
TYC 1462-609-1,207391326,-,*|IR,,,3
HD 118775,207392828,-,*|IR,,,5
LINEAR 9614153,207394908,T,EB*|EB*|*|IR,EA,,5
HD 145223,207397638,-,SB*|*|IR,,,5
TYC 3880-1282-1,207398432,-,*|IR|UV,,,5
HD 147160,207435783,-,*|IR,,,5
TYC 3884-835-1,207490706,-,*|IR,,,5
TYC 3881-872-1,207493152,-,SB*|SB*|V*|*|IR,,,5
1RXS J162743.9+564557,207496306,T,EB*|EB*|EB*|EB*|**|V*|EB*|*|EB?|IR|X,EW:,,3
[DCO2008] T-Dra0-00405,207496824,T,EB*|EB*|V*|EB*|*|IR,E,,5
TYC 3881-527-1,207501148,-,PM*|PM*|*|IR,,,5
L  202-19,207693951,-,PM*|PM*|PM*|*|IR,,,1
TYC 8715-566-1,208825587,-,*|IR,,,3
IRAS 13538-5541,208843438,-,*|IR,,0.002213,5
TYC 8723-513-1,209006017,-,*|IR,,,5
V* V5575 Sgr,209169794,T,EB*|V*|*|IR|V*?,,,3
Gaia EDR3 5872591904353080576,209291266,-,*|Y*?,,0.004241,3
TYC 6966-563-1,209366316,-,PM*|*|IR,,,5
EC 21390-2930,209393544,-,HS*|V*|blu|*|IR|UV,SIN,,5
UCAC4 278-003123,209409435,T,EB*|*|IR,,,5
TYC 6444-719-1,209454640,-,*|IR,,,5
HD 122437,209707952,-,*|IR,,,5
TYC 8677-1620-1,209834917,-,*|IR,,,5
V* V992 Cen,209971455,T,PM*|EB*|V*|*|IR|UV,,,5
HD 123720,210636260,-,V*|*|IR,,,5
HD 147810,211021368,-,*|*|IR|X,,,3
V* V4403 Sgr,211215485,T,EB*|V*|*|IR,,,5
TYC 7448-36-1,211248472,-,*|IR,,,5
CD-33 15536,211376134,T,EB*|*|IR,,,5
V* XZ PsA,211412634,T,EB*|V*|*|IR,EW,,5
CD-24   102,211438925,-,*|IR,,,2
HD 148807,211765824,-,*|IR,,,3
1RXS J203455.3-273457,212254842,-,WD*|V*|WD*|*|*|IR|X,,,5
TYC 6920-979-1,212267307,-,PM*|*|IR,,,5
CD-29 17212,212294687,-,*|IR,,,5
HD 196718,212344482,-,**|*|IR,,,2
EC 20379-2948,212347311,-,HS*|blu|*|*|UV,,0.001604,3
ASAS J014725-1704.0,212377300,T,EB*|EB*|EB*|PM*|**|V*|*|EB?|IR,EW:,,5
BD-16   317,212382348,-,*|IR,,,5
ASAS J170422-4815.1,212461524,F,Ro*|V*|*|IR|X|Y*?,rot,,5
HD 153879,212551379,-,Be*|Em*|*|IR|UV,,,5
TYC 8340-1977-1,212798977,-,*|IR,,,5
HD  31919,213033851,-,*|IR|UV,,,5
FBS 0456-025,213034033,-,HS*|blu|*|HS?|IR|UV,,,5
1SWASP J050128.17-041206.9,213046690,T,V*|*|EB?|IR,E,,2
HD  32239,213047427,T,EB*|*|IR,Det,,5
ASAS J050204-0248.1,213067604,T,EB*|EB*|V*|*|IR,EW,,5
HD 293774,213076878,-,*|IR,,,5
CD-51 10725,213514265,-,*|IR,,,5
V* AR Gru,214198381,T,EB*|V*|*|IR,E,,3
V* CX Gru,214299836,F,El*|gD*|**|V*|*|IR|UV|X,,,5
CD-37 14854,214299966,T,EB*|*|IR,,,5
CD-52  8120,214330573,-,*|IR,,,3
CD-50 11247,214361331,-,*|IR,,,5
LEHPM 5032,214517415,-,PM*|PM*|*|IR,,,5
HD 219462,214657111,T,EB*|V*|*|IR,EW,,5
V* TV Nor,214716930,T,EB*|V*|*|IR,E,,5
CD-40 14901,214772274,F,Ro*|PM*|V*|*|IR|X,rot,,3
HD 215603,214875017,-,PM*|*,,0.001888,5
V* XZ Gru,214912448,F,RR*|V*|*,RRab,0.002183,5
TYC 8004-705-1,215054743,-,*|IR,,,5
CD-37  1060,215257008,-,*|IR,,,5
