OID,n_OID,V,Name,TIC_ID,Is_EB,Type,Period,angDist,Match_Score
82705,B,0,ASAS J071453-2322.2,262320829,T,ED,1.7588,0.028725,1
623841,B,0,HD 33883,262398621,-,VAR,0.2232,0.595523,1
35074,B,0,AC Tau,262412046,T,EA/SD,2.043356,0.065163,1
76662,B,0,V2794 Ori,262434790,T,EW,0.314392,0.049381,1
23226,B,0,ET Ori,262465161,T,EA/SD,0.9509356,0.078645,1
56045,B,0,NSV 17610,262613883,F,ACV,1.83993,0.057339,1
129447,B,0,IP Cet,262837838,T,EW,0.26713196,0.011679,1
75436,B,0,XX Ret,262876401,F,TTS/ROT,2.735,0.068618,1
16367,B,0,Y Hyi,262958558,T,EA/SD,3.53597,0.085555,1
33900,B,0,V1084 Sco,263035184,T,EW,0.30330923,0.152961,1
73962,B,0,ASAS J010538-8003.7,263074592,T,EA/RS,8.069388,0.04433,1
16371,B,0,RT Hyi,263078276,T,EW/KW,0.284038,0.785597,1
732306,,0,ASASSN-V J152205.21-661806.5,263211771,T,EA,2.6186,0.007319,1
100209,B,0,ASAS J152455-7028.2,263662943,T,ESD,0.515149,0.063436,1
79801,B,0,ASAS J062400+0818.0,263805130,-,GCAS,,0.022573,1
137885,B,0,ROTSE1 J182659.96+530345.2,263930790,T,EW,1.12458599,0.992296,1
229753,,0,NSVS 1140891,263968694,T,EB,3.0637492,4.638268,1
142060,,0,GSC 04593-00965,264007205,T,EA,0.97564,0.081775,1
1037046,,0,OGLE-BLG-LPV-170461,264056079,-,VAR,14.923,50.15645,1
1536200,,0,ASASSN-V J205959.82+781523.1,264101177,-,YSO,7.3224,0.017283,1
632571,B,0,WISE J194200.6+712529,264253573,T,EA,0.3611862,0.234067,1
23599,B,0,V0536 Ori,264459857,T,EA/DM,6.317002,0.07426,1
24149,B,0,V1086 Ori,264459943,-,GCAS,,0.043827,1
77513,B,0,ASAS J052531+0253.0,264483228,T,ED,1.949898,0.009585,1
243705,B,0,KID 10991989,264508409,T,EA,0.97448,0.013333,1
24719,B,0,psi Ori,264540478,T,E/D,2.52596,0.009016,1
54729,B,1,NSV 16294,264592553,-,,,1.556135,1
54731,B,0,V1804 Ori,264594193,T,EA,2.22878,0.012258,1
281161,B,0,ASAS J071817+0620.2,264688405,T,EC,0.30428,99.509459,1
281161,B,0,ASAS J071817+0620.2,264688425,T,EC,0.30428,0.037198,1
53910,B,1,NSV 15475,264730031,-,,,103.662008,1
686852,,0,2MASS J07185765+0739133,264749962,T,EA/HW,0.08446117,0.009403,1
42385,B,1,NSV 3761,264765942,-,,,0.045654,1
84458,B,0,ASAS J074307+1033.1,264983502,T,EC,0.9275,0.0832,1
16130,B,0,FG Hya,265015162,T,EW/KW,0.327832,0.023305,1
16152,B,0,GK Hya,265139391,T,EA/DM/RS,3.587052,0.019743,1
305238,B,0,HIP 29791,265156838,-,VAR,1.04016,0.190388,1
24962,B,0,IY Pav,265334670,T,EA/SD,0.8881,0.084149,1
56513,B,0,NSV 18078,265340943,-,VAR,6.33553,0.197674,1
20483,B,0,alf Oct,265435357,T,EB,2.877,0.03557,1
725355,,0,ASASSN-V J235830.01+673844.8,265461709,F,ROT,1.301,0.250371,1
2212834,,0,KELT KS29C18368,265469420,T,EA,31.71023,0.006758,1
137588,B,0,V0400 Pav,265489698,T,EB,1.155466,0.03789,1
16583,B,0,BX Ind,265566844,F,DSCTC,0.177585,0.071839,1
1612263,,0,ZTF J035746.86+491358.1,265579763,T,EA,2.3356227,30.911907,1
16552,B,0,AQ Ind,265591866,T,EA,2.280821,0.08695,1
64287,B,0,DV Gru,265613590,T,EA/DM,4.818025,0.273247,1
25758,B,0,IQ Per,265767012,T,EA/DM,1.7435701,0.077576,1
41556,B,0,NSV 2932,266006310,T,EA,5.56432,0.458493,1
54306,B,0,NSV 15871,266394699,T,E,2.888,0.21189,1
39299,B,0,GH Cet,266735682,T,EA,1.135238,0.014201,1
9125,B,0,AA Cet,266769521,T,EB,0.5361694,8.604317,1
9125,B,0,AA Cet,266769522,T,EB,0.5361694,0.070286,1
137590,B,0,V2455 Cyg,266794067,F,HADS,0.094206008,0.047752,1
74504,B,0,ASAS J020345-1953.4,266816672,T,ESD|EC,0.303122,5.007201,1
167195,B,0,V2541 Cyg,266920154,T,EA,2.3542,0.021458,1
14676,B,0,X Gru,266996791,T,EA/SD,2.1236413,0.036848,1
53490,B,0,NSV 15055,266997586,F,TTS/ROT,3.721,0.143997,1
37021,B,0,AQ Tuc,267043786,T,EW,0.59484267,0.071157,1
2213406,,3,KELT KS21C007026,267195931,T,EA,4.370111,0.138929,1
715470,,0,ASASSN-V J002958.82-773225.3,267263809,F,ROT,0.499403,0.046271,1
84075,B,0,ASAS J073642-5108.6,267532125,T,ED,5.566737,0.045767,1
13053,B,0,V2133 Cyg,267556582,T,EA,10.754,0.067439,1
409121,B,0,HAT-P-37,267572272,T,EP,2.797436,0.067347,1
623751,B,0,HD 3474,267651492,-,VAR,0.4334,1.083831,1
170,B,0,FF And,267802440,F,UV+BY,2.17233,0.05006,1
34,B,0,UU And,267805178,T,EA,1.4863047,0.025367,1
10971,B,0,XZ Cyg,267808239,F,RRAB/BL,0.4666,0.029447,1
84267,B,0,ASAS J073955-4925.6,267833722,T,EA,0.84541,0.033807,1
268903,,0,KID 10991769,267990226,F,ELL,3.281,0.028603,1
243411,B,0,KID 06891512,268289462,T,EA,3.505137,0.01775,1
2213461,,3,KELT KS34C023182,268290940,T,EA,9.306231,0.155604,1
170723,B,0,ASAS J195525+4326.1,268297677,T,EA,0.885131,0.053619,1
243781,B,0,KID 07914906,268299560,T,EA+HB,8.752907,0.016166,1
243767,B,0,KID 08453324,268305489,T,EA,2.524545,0.019277,1
13014,B,0,V2094 Cyg,268380299,T,EA+GDOR,8.485376,0.019816,1
162373,B,0,T-Cyg1-01215,268383780,T,EA,2.618412,0.058991,1
244929,B,0,KID 10556068,268384099,T,E,2.117245,0.040199,1
170755,B,0,ASAS J195610+4639.7,268387175,T,EA+DSCT,2.16390189,0.090086,1
839932,,0,ASASSN-V J074728.65-523120.6,268433719,F,ROT,0.531262,0.002252,1
243803,B,0,KID 08841616,268610013,T,EA,1.679639,0.03949,1
9190,B,0,CT Cet,268652258,T,EW,0.2564863,0.055008,1
74009,B,0,ASAS J011031-1804.1,268686000,T,EW,0.44542,0.058972,1
74011,B,0,ASAS J011054-1857.6,268686130,F,RRC,0.304631,0.005925,1
632249,B,0,WISE J011302.6-223635,268718018,T,EA,0.8853985,0.153642,1
409786,B,0,HD 64288,268760378,F,ACV,1.28436,0.029182,1
81853,B,0,ASAS J070119-0307.8,268772301,T,ESD,1.42147,0.079613,1
651240,B,0,WISE J075205.0-483029,268914377,T,EW,0.3726315,76.68046,1
6980,B,0,V0649 Cas,268944966,T,EA,2.39125,0.046324,1
243749,B,0,KID 09913481,269031095,T,EA,7.009482,0.005072,1
54660,B,0,V1801 Ori,269077015,T,EA/RS,4.14357,0.015903,1
76875,B,0,ASAS J050216+0053.4,269078565,T,EA,2.455522,0.013137,1
19465,B,0,V0637 Mon,269087549,F,BCEP,0.1912,0.076629,1
280957,B,0,ASAS J043751+0126.5,269116670,F,ROT,0.2698,0.232216,1
11313,B,0,V0393 Cyg,269126567,T,EA/DS,13.63354,0.038421,1
6469,B,0,DP Cas,269238622,T,EB/KE,1.221594,0.542348,1
27008,B,0,V0406 Pup,269402047,F,LC,,0.044777,1
6329,B,0,khi Car,269407223,F,BCEP,0.101,0.104001,1
9110,B,0,VV Cet,269505148,T,EW/KE,0.52239,0.047202,1
26607,B,0,V Pup,269562415,T,EB/SD,1.4544859,0.095811,1
8465,B,0,CM Cep,269609504,T,EA/SD,1.858924,0.022187,1
1547437,,0,HD 191939,269701147,T,EP,8.880403,0.012534,1
54547,B,0,NSV 16112,269792989,F,DSCT,,0.008464,1
76292,B,0,ASAS J043332-7835.7,269795198,F,ROT,1.0228,0.021628,1
631040,B,0,WISE J044105.1-783853,269852237,-,MISC,0.5623775,0.276617,1
409851,B,0,HD 86253,269968307,F,ACV,0.613366,0.083183,1
281597,B,0,ASAS J154651-4919.3,270107026,F,ROT,4.646,0.058038,1
136793,B,0,V1095 Her,270215222,T,EW,0.415381,0.31053,1
390026,B,0,CSS_J172945.6+444842,270256611,T,EW,0.814734,1.22364,1
74122,B,0,ASAS J012048-4742.8,270314434,T,ESD|DSCT|EC,0.269707,0.05404,1
74585,B,0,ASAS J021258-8124.0,270341486,T,EA,7.4606,0.059001,1
9208,B,0,DP Cet,270371961,T,EA,2.36817,0.090521,1
15873,B,0,V1062 Her,270400213,T,EW,0.2514347,0.530693,1
1546436,,0,HAT-P-42,270468559,T,EP,4.641878,0.012892,1
647466,B,0,WISE J152926.3+701154,270491267,T,EW,0.3992862,0.288867,1
229251,B,0,NSVS 2773474,270491862,T,EW,0.4487956,0.403415,1
229251,B,0,NSVS 2773474,270491865,T,EW,0.4487956,29.969688,1
243963,B,0,KID 10015516,270517432,T,EA,67.745354,0.031049,1
37415,B,0,eps UMi,270526513,T,EA/D/RS,39.4809,0.068034,1
12184,B,0,V1264 Cyg,270613669,F,ACV,1.84534,0.024189,1
169973,B,0,ASAS J193429+4458.0,270615728,T,EA,0.998175,0.161461,1
243959,B,0,KID 09159301,270616815,T,EA,3.0447704,0.0358,1
34074,B,0,AL Scl,270622446,T,EA/DM,2.445088,0.014341,1
8499,B,0,DY Cep,270665642,T,EB,1.57457,0.196322,1
272039,B,0,TYC 8520-32-1,270677813,F,TTS/ROT,1.208,0.008586,1
142097,B,0,GSC 03556-01944,270698296,T,EA,1.21932475,0.091582,1
253253,B,0,KID 08823868,270700608,T,EA/EL,23.866419,0.115726,1
242821,B,0,KID 07369523,270704947,T,EA,5.31884,0.049903,1
88837,B,0,ASAS J091041+0402.9,270709500,F,DSCT,0.145027,0.043388,1
37684,B,0,LT Vel,270742379,T,EB,4.29061,0.095613,1
411151,B,0,ASAS J084817-4706.9,270841724,F,M,403.0,0.138652,1
243223,B,0,KID 09837578,271040768,T,EA,20.733744,0.166265,1
243221,B,0,KID 09777062,271040947,T,EA,19.230068,0.072473,1
609663,B,0,ASASSN-V J082040.08-273025.8,271116239,T,EA,4.71587,0.015046,1
170089,B,0,ASAS J193806+4323.8,271158877,T,EA,0.78626,0.050347,1
170115,B,0,ASAS J193833+4604.0,271164763,T,EA/HW+V361HYA,0.125765282,0.015157,1
427594,B,0,GDS_J0849254-465204,271186951,-,VAR,,0.289767,1
463069,B,0,GDS_J0849247-472919,271190727,-,GCAS,,0.010064,1
5612,B,0,BU CMi,271204362,T,EA,2.9395,0.028126,1
244823,B,0,KID 08894630,271352011,F,ELL,1.083908,0.096702,1
137652,B,0,V0731 Cep,271529021,T,EA,6.068438,0.116365,1
8401,B,0,XX Cep,271529113,T,EA/SD+DSCT,2.3373266,0.031672,1
244455,B,0,KID 07457163,271539287,T,EW,0.774598,0.166292,1
11015,B,0,BR Cyg,271547896,T,EA,1.332564453,0.021038,1
243213,B,0,KID 10020423,271548206,T,EA+BY+EP,7.44837605,0.027059,1
82644,B,0,ASAS J071355-7223.5,271594955,T,EC,0.411648,0.087046,1
82654,B,0,ASAS J071402-7442.7,271596290,T,ED,2.5649,0.091966,1
82712,B,0,ASAS J071502-7202.9,271640350,F,ROT,2.343,0.039955,1
243261,B,0,KID 07541502,271763138,T,EA,44.827435,0.133134,1
243235,B,0,KID 09474969,271773721,T,EA,21.57048,0.052001,1
83424,B,0,ASAS J072612-7554.3,271799672,F,DSCT,0.164129,0.042586,1
243697,B,0,KID 10480952,271877841,T,EA,4.074906,0.14273,1
244449,B,0,KID 09228778,271882245,T,EW,1.566562,0.017609,1
1546413,,0,TOI 150,271893367,T,EP,5.857487,0.010056,1
838531,,0,ASASSN-V J073228.10-744552.1,271900514,F,BY,,0.012889,1
170269,B,0,ASAS J194252+4309.8,271958272,T,EW,0.390492,0.123313,1
55983,B,0,NSV 17548,271973682,F,SRS,16.954,0.026996,1
84238,B,0,ASAS J073926-7346.2,271999940,T,ESD|EC,0.56424,0.038622,1
243237,B,0,KID 09353182,272074664,T,EA,10.476288,0.056045,1
170325,B,0,ASAS J194436+4739.2,272079818,F,ELL,0.442365,0.168664,1
476805,B,0,HD 138209,272113696,F,ACV,1.50568,0.029344,1
159987,B,0,TSVSC1 TN-N030332212-2051-67-2,272176884,T,EW,0.835458,0.020591,1
170309,B,0,ASAS J194414+4240.1,272179220,T,EA,38.512595,0.036705,1
63308,B,1,NSV 24873,272276185,-,,,0.051321,1
713648,,0,ASASSN-V J234344.41+613655.0,272324340,T,EB,0.433363,0.008034,1
45636,B,2,NSV 7012,272341446,-,,,0.03758,1
243353,B,0,KID 08572936,272369124,T,EA,27.795733,0.018162,1
629416,B,0,WISE J080139.9-734906,272467271,T,EA,1.3525171,0.202936,1
243987,B,0,KID 08112013,272489100,T,EA,1.790494,0.051223,1
286948,B,0,KIC 8180020,272489351,T,E,5.803132,0.052596,1
6656,B,0,QQ Cas,272539879,T,EB/DM,2.1420716,0.019994,1
243669,B,0,KID 10547685,272598447,T,EA,2.777227,0.533369,1
159992,B,0,TSVSC1 TN-N030301120-1686-82-2,272609309,T,EA,1.559231,0.080065,1
630790,B,0,WISE J234610.5+613733,272622914,T,EA,1.3156302,0.007448,1
400339,B,0,BD UMi,272650576,T,EA,16.257,0.006229,1
479020,B,0,KIC 8703887,272720444,T,EA+HB,14.17098,0.772589,1
623641,B,0,HIP 77612,272759659,T,E,2.4605,0.575629,1
172683,B,0,V0341 Dra,272781956,T,EA,1.65042,0.071025,1
244903,B,0,KID 10155563,272839425,F,ELL,0.360279,0.210417,1
162409,B,0,T-Cyg1-03567,272841995,T,EW,0.445277,0.047554,1
243691,B,0,KID 10156064,272843045,T,EA,4.85593639,0.057822,1
243361,B,0,KID 07382250,272944291,T,EA,1.418746,0.041827,1
244487,B,0,HD 187613,273038330,F,ELL,1.258819,9.553328,1
244487,B,0,HD 187613,273038338,F,ELL,1.258819,0.050402,1
243661,B,0,KID 9357275,273042299,T,EA,1.588298146,0.053482,1
11915,B,0,V0995 Cyg,273043307,T,EA,3.55651727,0.015898,1
232785,B,0,V2762 Cyg,273066197,-,HMXB,,0.112838,1
243639,B,0,KID 09724993,273131564,T,EA,7.863376,0.056477,1
12818,B,0,V1898 Cyg,273173532,T,EA/DM,1.51311,0.058039,1
244893,B,0,KID 09480977,273371098,F,ELL,0.871089,0.030984,1
243627,B,0,KID 09786017,273372402,T,EA,4.497995,0.071074,1
243633,B,0,KID 09906590,273373040,T,EA,0.843156,0.080034,1
243629,B,0,KID 10091257,273373712,T,EA,3.403844,0.113523,1
243701,B,0,KID 10616656,273376048,T,EA,50.57047,0.158094,1
243649,B,0,KID 09786821,273379486,T,EA,21.120052,0.031589,1
170565,B,0,ASAS J195058+4259.8,273501820,T,EA,1.655504,0.056466,1
243795,B,0,KID 08973000,273582296,T,EA,28.028323,0.075725,1
244625,B,0,KID 09108579,273583841,T,EW,1.169653,0.071481,1
244925,B,0,KID 10291683,273594336,F,ELL,2.043815,0.023932,1
139997,B,0,HAT 199-02899,273629437,T,E,3.1467,0.279084,1
243783,B,0,KID 09172506,273687627,T,EA,50.440245,0.037128,1
244513,B,0,KID 06803335,273778807,T,EW,1.110935,0.056256,1
281403,B,0,ASAS J123657-5412.2,273817886,F,ROT,2.439,0.041072,1
170621,B,0,ASAS J195236+4716.6,273872891,T,EW,0.660675,0.033373,1
162391,B,0,T-Cyg1-01956,273874851,T,EA,2.04516121,0.38354,1
11302,B,0,V0382 Cyg,273885188,T,EB,1.885527,0.005081,1
9099,B,0,TV Cet,274039311,T,EA/DM,9.1032884,0.035714,1
365271,B,0,CSS_J031452.0+020607,274039489,T,E,0.305297,0.425222,1
75275,B,0,LW Cet,274088422,T,EW,0.341513,0.053401,1
243801,B,0,KID 08906676,274129522,T,EA,8.209519,0.019557,1
2213600,,3,KELT KC22C11923,274238240,T,EA,6.206212,0.037142,1
137507,B,0,V2414 Cyg,274347939,T,EA+SPB,4.85437,0.03522,1
140200,B,0,HAT 199-04860,274348764,T,E,0.832,0.994147,1
13735,B,0,AI Dra,274509791,T,EA/SD,1.1988146,0.038009,1
252777,B,0,1SWASP J165659.02+494647.6,274551602,T,EB,0.38031128,0.040852,1
1499778,,0,NEV386,274575202,T,EA+BY,9.203648,0.044116,1
15852,B,0,V1041 Her,274599035,T,EA,1.114112,0.076051,1
4010,B,0,KO Aur,274602479,T,EA/RS,3.9537957,0.025276,1
12225,B,0,V1305 Cyg,274645120,T,EB/KE:,0.9009015,0.114073,1
130138,B,0,NSVS 5288269,274676647,T,EB|EW,0.354334,0.57515,1
430897,B,0,GDS_J0957349-570257,274791367,-,VAR,,0.318063,1
653285,B,0,WISE J003429.0+733329,274949927,T,EW,0.5839761,0.113353,1
15856,B,0,V1045 Her,274969703,T,EB,0.51024,0.069094,1
107980,B,0,ASAS J175325+2108.2,275063368,T,EA,0.85727,0.040832,1
64105,B,1,NSV 25670,275119073,-,,,0.547835,1
555322,B,0,PTFS1617m,275141150,T,EA/EL,3.7728999,0.027101,1
557245,B,0,ASASSN-V J175439.86+193026.2,275147680,T,EA,0.695467,0.074306,1
34976,B,0,T Sex,275254541,F,RRC,0.32469759,0.043574,1
6383,B,0,YZ Cas,275259749,T,EA/DM,4.467222,0.037237,1
243177,B,0,KID 09221398,275489982,T,EA,13.787518,0.085048,1
130592,B,0,NSVS 5726288,275537496,T,EA,0.856255,0.016517,1
138120,B,0,ROTSE1 J193252.94+455038.0,275575030,T,EW,1.045863,0.066008,1
243179,B,0,KID 09773869,275576176,T,EA,15.65631,0.02911,1
12693,B,0,V1773 Cyg,275658545,F,ELL,2.98467,0.025692,1
230893,B,0,GJ 3236,275911914,T,EA+UV,0.77126,0.710343,1
281474,B,0,ASAS J135246-4644.1,275921029,F,ROT,0.9124,0.11052,1
58918,B,1,NSV 20483,275927504,-,,,0.498068,1
174859,B,0,NSVS 3421603,276119305,T,EA,2.5786136,0.015557,1
11413,B,0,V0493 Cyg,276162169,T,EA/KE:,1.275083,0.017585,1
227827,,0,NSVS 509040,276232142,T,EA,2.50986732,0.237992,1
101197,B,0,ASAS J154912-4929.9,276253629,T,EC,0.46127,0.030323,1
99791,B,0,ASAS J151353-3739.4,276457924,T,ED,5.099666,0.018265,1
842247,,0,ASASSN-V J053310.04-674359.7,276793048,F,SR,130.0,0.009409,1
2219184,,1,LMC V3256,276793501,-,VAR:,,71.45392,1
11748,B,0,V0828 Cyg,276914715,T,EB/DM,2.10454,0.010786,1
272499,B,0,LMC V3386,276936320,T,EA,12.2221,0.002381,1
110757,B,0,ASAS J182600-7915.9,276963370,T,DSCT|EC,0.1862,0.02841,1
41123,B,0,LMC V3436,277022967,-,SDOR:,,0.016817,1
236455,,0,LMC V3517,277025286,T,EB,3.00318,3.515988,1
13668,B,0,AZ Dor,277103567,F,R+BE,395.48,0.02161,1
272871,B,0,LMC V3566,277172980,F,ACYG:,,0.015231,1
476227,,0,LMC V3604,277173650,-,SDOR:,,0.009456,1
272500,B,0,ASAS J053816-6923.5,277298891,-,VAR,1.183,110.840955,1
113168,B,0,ASAS J185503-3359.5,277373390,T,ED,1.167802,0.082874,1
8731,B,0,V0379 Cep,277502552,T,EA,99.7638,0.044538,1
11286,B,0,V0366 Cyg,277565268,T,EB/KE,1.0960183,0.001117,1
91103,B,0,ASAS J101351+0159.5,277712294,-,MISC,3.333824,0.033226,1
113335,B,0,ASAS J185702-3449.2,278003738,F,DSCT,0.11701,0.033278,1
81799,B,0,ASAS J070030-7941.8,278024057,F,TTS/ROT,5.1,0.028974,1
57424,B,0,NSV 18989,278056525,F,GDOR,0.81653,0.0212,1
12003,B,0,V1083 Cyg,278068108,T,EB/DM,1.62585,0.087759,1
11555,B,0,V0635 Cyg,278075650,T,EA/SD,0.76036022,0.189929,1
13089,B,0,V2169 Cyg,278076037,T,EB,1.23372,0.012223,1
82413,B,0,ASAS J071029-8146.5,278137593,T,EC,0.59051,0.009628,1
12934,B,0,V2014 Cyg,278353687,F,LERI:,1.13714,0.050312,1
1543423,,0,2MASS J08025781-8330076,278521020,F,BY,,0.933669,1
11665,B,0,V0745 Cyg,278678404,T,EA,2.2831,0.180684,1
844176,,0,ASASSN-V J063806.72-560453.3,278731274,F,ROT:,,0.013975,1
80665,B,0,ASAS J064034-5714.7,278822321,T,EB,0.639135,0.093255,1
80740,B,0,ASAS J064153-5547.7,278825952,T,ED,4.781037,0.012868,1
122276,B,0,ASAS J222519-3629.5,278829112,T,ESD|DSCT|EC,0.24578,0.167682,1
484181,B,0,SSS_J064227.2-595027,278863611,T,EW,0.389196,40.303664,1
80877,B,0,ASAS J064419-5527.2,278895603,T,EB,0.74095,0.019118,1
410756,B,0,ASAS J064558-5501.8,278955132,-,MISC,3574.0,0.061333,1
841073,,0,ASASSN-V J064541.25-570817.1,278956474,T,EA,5.4879,0.006102,1
840433,,0,ASASSN-V J064624.31-570131.5,278959439,F,ROT,1.3385,0.010024,1
81200,B,0,ASAS J065014-5459.7,279087522,T,ED,4.2407,0.07355,1
81215,B,0,ASAS J065030-5837.9,279089927,T,ESD|EC,1.906,0.063255,1
9226,B,0,EM Cet,279097963,T,EA,10.524,0.018063,1
476922,B,0,HD 141317,279101977,F,ACV,5.3558,0.132005,1
81331,B,0,ASAS J065227-5524.6,279156705,T,EB|EW,0.72287,0.043958,1
81354,B,0,ASAS J065250-5645.0,279161495,T,EC,0.88678,0.054593,1
14027,B,0,V1241 Tau,279181220,T,EA/SD,0.82327038,0.029264,1
39211,B,0,V1015 Cas,279202406,T,EA,4.922,0.313233,1
305263,B,0,HIP 33122,279218413,-,VAR,57.14286,0.01406,1
136072,B,0,V1220 Tau,279224984,T,EB,1.06425,0.193024,1
281130,B,0,ASAS J065459-5639.2,279245231,F,ROT,3.403,0.243238,1
121937,B,0,ASAS J220533-4320.9,279254042,T,EA,0.59687,0.045948,1
1557332,,0,ZTF J002958.50+633719.6,279276210,T,EA,0.8189474,1.809822,1
410308,B,0,1SWASP J220643.31-434358.4,279314488,T,EA,1.8325241,0.041543,1
81605,B,0,ASAS J065658-5909.6,279323859,T,ESD|ED,1.08,0.051922,1
54238,B,1,NSV 15803,279372270,-,VAR:,,0.514613,1
635544,B,0,WISE J213817.5+721108,279373920,T,EW,0.9335698,0.315605,1
75667,B,0,ASAS J035014-1739.1,279401848,T,EC,0.35215,0.103054,1
2213376,,3,KELT KC18C012925,279462605,T,EA,4.800865,0.034889,1
81912,B,0,ASAS J070207-5607.0,279481568,T,EC,0.316542,0.064119,1
13994,B,0,RU Eri,279484342,T,EB/KE,0.63219951,0.100348,1
251872,B,0,LQ Eri,279493804,F,WTTS/ROT,0.4457,0.60494,1
271651,B,0,BPS CS 22169-0001,279494178,F,R,0.214,0.054426,1
7292,B,0,iot Cas,279509403,F,ACV,1.7405,0.325972,1
6203,B,0,V0450 Car,279511712,F,SPB,1.6518,0.03299,1
469660,B,0,HD 54011,279569707,T,EA,3.97948,0.108807,1
6139,B,0,V0386 Car,279573219,F,ACV,3.27533,0.205853,1
167239,B,0,V0927 Cep,279605117,T,EA,2.577898,0.021932,1
485216,B,0,SSS_J070522.4-594336,279615979,T,EB|EW,0.481457,0.030617,1
75247,B,0,ASAS J031504-6429.2,279637388,F,DSCT,0.220207,0.051374,1
840159,,0,ASASSN-V J031552.65-625027.7,279639068,T,EA,0.773504,0.007217,1
2225985,,0,MarSEC_V46,279640088,T,EA,5.92,0.033518,1
2213390,,3,KELT KS05C001354,279698148,T,EA,17.84274,0.070394,1
280905,B,0,ASAS J032220-6122.8,279726914,F,ROT,4.963,0.320433,1
27305,B,0,X Ret,279737991,F,RRAB/BL,0.49201,0.047763,1
39786,B,0,VY Ret,279741942,T,EA,14.21605,0.028934,1
8686,B,0,QZ Cep,279871974,T,EB/KE,1.5146774,0.191307,1
242605,B,0,KID 11391667,279918206,T,EA,1.083761,0.159984,1
77608,B,0,ASAS J052833-6836.2,279955276,T,ESD|ED,0.57685,0.037224,1
844181,,0,ASASSN-V J052808.66-685543.7,279956826,F,L,,62.159698,1
77605,B,0,LMC V2823,279958567,-,MISC,415.0,0.007355,1
2219269,,0,LMC V2820,279958827,F,SR,245.0,56.08181,1
139467,,0,GSC 04449-00995,280033934,T,EW,0.27878,0.153825,1
280899,B,0,ASAS J030343-7616.0,280053651,F,ROT,9.75,0.018648,1
101184,B,0,ASAS J154857-3639.4,280055342,T,EA,0.78662,0.020391,1
37646,B,0,IM Vel,280198016,F,roAp,2.85204,0.147757,1
1546442,,0,TOI 677,280206394,T,EP,11.2366,0.01586,1
1685403,,0,ZTF J064339.49-020048.5,280302032,T,EW,0.743479,118.831805,1
5578,B,0,AK CMi,280371111,T,EA/SD,0.5658966,0.088426,1
84345,B,0,ASAS J074123+0253.3,280526693,T,EA,8.599005,0.065593,1
305436,B,0,HIP 56269,280667311,-,VAR,0.49205,0.143345,1
5593,B,0,AZ CMi,280680714,F,DSCTC,0.09526,0.051121,1
720990,,0,ASASSN-V J225743.31-782429.5,280723416,T,EB,0.825196,0.030404,1
841047,,0,ASASSN-V J064818.74-784626.0,280910766,F,ROT,5.1195,0.005357,1
281261,B,0,ASAS J093857-4903.7,280965566,F,ELL,1.2182,0.069744,1
90791,B,0,ASAS J100436-1902.6,281298496,T,ED,1.27483,0.032515,1
305288,B,0,HIP 35608,281341249,T,ACV|EB,3.3446,0.026529,1
1547372,,0,HATS-30,281459670,T,EP,3.1743516,0.008788,1
2217589,,0,CzeV3457,281494100,T,EA,2.30739,0.009051,1
711286,,0,ASASSN-V J002526.12-552841.8,281498280,T,EA,0.375312,0.009292,1
555988,B,0,ASASSN-V J045005.98+710838.5,281571049,T,EW,0.347573,84.774668,1
838559,,0,ASASSN-V J074356.39-602347.2,281581467,F,ROT:,,0.014913,1
250693,B,0,V0838 Car,281582156,F,BY,2.306,0.113829,1
38919,B,0,NSV 295,281728276,T,EW,0.2733669,0.094661,1
1546460,,0,K2-261,281731203,T,EP,11.63344,0.017014,1
742564,,0,ASASSN-V J005223.11-580408.9,281781140,F,ROT,8.8285,0.010271,1
945694,,0,[SBG2019] J286.6485+28.1219,281948821,T,EA/HW,0.11211783,0.033251,1
88050,B,0,ASAS J085020-7411.9,282050293,T,EC|ESD,0.98819,0.063449,1
24067,B,0,V1004 Ori,282270717,F,DSCTC,0.0611,0.061788,1
38273,B,0,BU Vul,282368998,T,EA/SD,0.568993,0.024933,1
626283,B,0,ASASSN-V J065252.27-040404.1,282387411,T,EA,3.3628,8.474473,1
555315,B,0,PTFS1613s,282834813,T,EA/EL,1.1420695,0.211966,1
58691,B,0,PX Dra,282925798,T,EA,2.44405,0.019197,1
2213470,,3,KELT KS22C024897,283308831,T,EA,6.066975,0.279189,1
53613,B,1,NSV 15178,283389643,-,VAR:,,0.531359,1
2213316,,3,KELT KC01C16453,283390331,T,EA,1.7801316,0.510796,1
6727,B,0,V0396 Cas,283640314,T,EA/DM,5.50545,0.02278,1
75927,B,0,ASAS J040850+1027.8,283677584,T,EA,1.85925,0.128943,1
555318,B,0,PTFS1615v,283819120,T,EA/EL,0.5594054,0.042323,1
58676,B,2,NSV 20241,283819432,-,CST,,2.983107,1
727261,,0,ASASSN-V J083607.57-264702.7,283881816,T,EA,1.5718,0.01462,1
741370,,0,ASASSN-V J003528.38+622956.9,283939331,T,EB,7.0096,0.015546,1
82674,B,0,ASAS J071426+0051.1,284129581,-,MISC,83.8,107.745853,1
2213567,,3,KELT KC22C19988,284268629,T,EA,17.28303,0.053935,1
4506,B,0,GU Boo,284291780,T,EA,0.48873,0.821404,1
1545836,,0,TIC 284350181,284350181,T,EA+ROT,18.87954,0.078931,1
