TIC_ID,ASASSN-V,RAJ2000,DEJ2000,Vmag,Amp,Per,Type,Prob,HJD,Gaia,pmRA,pmDE,Vt,Dist,WISEA,Jmag,J-K,W1-W2,APASS,B-V,E(B-V),Ref,URL,2M,angDist,Match_Score,Match_Mag_Band,Match_Mag_Diff
30312711,J045701.17-662357.5,74.25487,-66.39929,12.52,0.05,3.8634538,EA,0.815,2458310.94885,4662153331563539456,3.2316,2.2025,20.47626,1104.61,J045700.84-662357.2,13.433,0.211,0.04,36300651,0.142,3.68,III,https://asas-sn.osu.edu/variables/AP36300651,2M,27.818576,1,V,0.5519999999999996
30312916,J045647.03-662856.4,74.19598,-66.48233,12.05,0.18,27.8968607,EA,0.662,2456909.91975,4662151235654876160,1.69122,-0.02152,67.22705,8385.51,J045647.12-662855.6,12.504,-0.036,-0.025,36300592,-0.087,2.003,III,https://asas-sn.osu.edu/variables/AP36300592,2M,103.122479,1,V,0.5999999999999996
30317282,J045713.23-682556.3,74.30512,-68.43231,13.37,0.08,2.696504,EA,0.961,2457384.69226,4661511315592856576,3.21228,2.2185,34.32217,1854.81,J045712.45-682548.2,,,-0.785,36294121,-0.152,1.492,III,https://asas-sn.osu.edu/variables/AP36294121,2M,76.812234,1,V,0.4689999999999994
30317301,J045706.00-682455.3,74.27499,-68.41535,11.71,0.16,2.7949517,EW,0.938,2458119.62054,4661514373610927104,1.04288,-2.4005,24.7358,1993.9,J045705.56-682453.6,13.096,-0.04,-0.189,36294144,-0.103,1.556,III,https://asas-sn.osu.edu/variables/AP36294144,2M,20.472022,1,V,0.2110000000000003
30531417,J045913.80-693543.0,74.80751,-69.59527,11.41,0.4,0.3289386,RRC,0.999,2456873.90519,4655249601190389760,40.045,57.291,446.99164,1349.12,J045913.64-693542.7,10.659,0.285,-0.018,36243759,0.322,0.311,II,https://asas-sn.osu.edu/variables/43851,2M,1.286584,1,V,0.14700000000000024
30631330,J050047.90-702951.5,75.19958,-70.49764,11.36,0.36,0.3873553,EW,1.0,2458159.70332,4655054575256623104,16.312,34.179,59.80832,333.17,J050047.81-702950.9,10.146,0.371,-0.019,36241200,0.612,0.102,II,https://asas-sn.osu.edu/variables/43836,2M,0.622718,1,V,0.04499999999999993
30876081,J132228.82-392555.1,200.6201,-39.43197,10.55,0.56,NON PERIODIC,VAR,0.297,2456793.61864,6162141900588472320,-4.005,-12.084,19.74824,327.27,J132228.83-392554.4,9.455,0.406,-0.017,55637940,0.588,0.083,II,https://asas-sn.osu.edu/variables/84869,2M,0.734152,1,V,0.12700000000000067
30993392,J132418.09-371702.7,201.07538,-37.28407,9.42,0.47,NON PERIODIC,VAR,0.33,2457068.80272,6162611426413335552,-40.863,-10.54,19.31628,96.57,J132418.13-371701.4,7.803,0.425,-0.102,55641872,,0.062,II,https://asas-sn.osu.edu/variables/84783,2M,1.603106,1,V,0.33000000000000007
31020027,J050456.42-701157.0,76.23507,-70.19917,15.28,0.49,2.4852712,EA,0.568,2457745.67574,,,,,,J050456.86-701148.7,,,0.938,36241654,-0.129,0.439,III,https://asas-sn.osu.edu/variables/AP36241654,2M,55.993408,1,V,0.22799999999999976
31106686,J050555.38-675310.2,76.48075,-67.88617,9.23,0.39,NON PERIODIC,GCAS,0.456,2456885.85813,4661472149794844672,1.625,0.008,70.43677,9144.55,J050555.50-675310.9,8.685,0.183,0.059,36293804,,0.277,II,https://asas-sn.osu.edu/variables/46038,2M,1.035277,1,V,0.09999999999999964
31107108,J050527.09-674313.5,76.36286,-67.72041,10.96,0.4,NON PERIODIC,ROT:,0.74,2456792.45809,4661475826286524416,14.006,6.613,32.80339,446.81,J050527.00-674313.4,9.062,0.704,-0.053,36293829,1.06,0.3,II,https://asas-sn.osu.edu/variables/139045,2M,0.604976,1,V,0.3359999999999985
31118189,J052451.59-280911.1,81.21497,-28.15308,10.79,0.42,NON PERIODIC,VAR,0.398,2456993.7499,2907005256605202944,-54.213,15.431,43.45201,162.63,J052451.58-280911.6,9.404,0.363,-0.02,18483660,0.585,0.028,II,https://asas-sn.osu.edu/variables/61827,2M,0.86702,1,V,0.05600000000000094
31207306,J174155.04-453417.0,265.47934,-45.5714,10.25,0.49,NON PERIODIC,VAR,0.363,2458334.57598,5954987278522228736,0.998,-17.965,42.77022,501.5,J174155.02-453415.6,9.047,0.316,0.003,51825188,0.581,0.305,II,https://asas-sn.osu.edu/variables/422457,2M,1.613336,1,V,0.0389999999999997
31281820,J052925.35-285227.5,82.35562,-28.87431,14.68,0.17,2.1334846,ROT,0.972,2458037.83219,2906679938602481664,21.929,-0.312,8.21084,78.99,J052925.31-285227.4,10.969,0.863,0.175,18481413,1.457,0.035,II,https://asas-sn.osu.edu/variables/62047,2M,0.650278,1,V,0.5495000000000001
31303242,J053113.57-270903.7,82.80655,-27.15103,10.69,0.42,NON PERIODIC,ROT:,0.311,2457331.84043,2908533371609754112,-2.444,-9.074,15.3296,344.15,J053113.64-270904.3,9.647,0.359,-0.013,18493491,0.567,0.034,II,https://asas-sn.osu.edu/variables/146059,2M,1.228368,1,V,0.022999999999999687
31415131,J055536.17-701307.1,88.9007,-70.21863,12.89,0.2,0.7896084,EB,0.787,2457753.59394,4657339600951344128,-4.90051,2.8342,23.21532,865.16,J055536.12-701307.1,11.944,0.289,-0.019,36255901,0.473,0.124,III,https://asas-sn.osu.edu/variables/AP36255901,2M,0.175943,1,V,0.20199999999999996
31529035,J055836.34-680451.1,89.6514,-68.08087,11.81,0.36,5.7542384,EA,0.999,2457158.4607,4659153932577927168,2.589,0.875,10.33063,797.5,J055836.19-680450.9,10.357,0.511,-0.021,36273006,0.725,0.064,II,https://asas-sn.osu.edu/variables/6325,2M,0.782804,1,V,0.006000000000000227
31529171,J055839.84-681145.8,89.66598,-68.19604,12.72,0.19,0.4617899,EW,0.985,2457839.53973,4659151321237829632,-5.55322,8.4024,41.85608,876.76,J055839.82-681145.6,11.886,0.231,-0.02,36272976,0.514,0.091,III,https://asas-sn.osu.edu/variables/AP36272976,2M,0.070253,1,V,0.08300000000000018
31653503,J030524.31-664103.1,46.35129,-66.68419,11.43,1.0,6.6801745,EA,1.0,2456857.87797,4671668569611227136,-10.831,1.285,42.86631,829.15,J030524.22-664103.2,10.242,0.513,-0.044,36345765,0.462,0.033,II,https://asas-sn.osu.edu/variables/166796,2M,0.421046,1,V,0.11599999999999966
31655792,J030617.18-681230.3,46.57157,-68.20842,9.67,0.55,0.4161073,EW,0.891,2458180.52517,4647319923269651456,12.219,-16.609,14.924,152.7,J030617.24-681229.9,8.615,0.335,-0.026,36193203,0.367,0.042,II,https://asas-sn.osu.edu/variables/98253,2M,0.776557,1,V,0.10599999999999987
31767465,J074502.10-102227.9,116.25875,-10.37443,12.61,0.56,127.291917,SR,1.0,2458384.86051,3040567847477038592,-2.09,0.127,33.67705,3393.2,J074502.05-102228.2,7.995,1.296,0.008,20056919,1.965,0.203,II,https://asas-sn.osu.edu/variables/413792,2M,46.903625,1,V,0.21799999999999997
31796120,J032258.06-704719.4,50.74191,-70.78871,10.26,0.31,347.8154492,VAR,0.388,2456862.88883,4642990115198671872,16.317,21.195,49.94897,393.96,J032258.33-704719.2,9.562,0.335,-0.019,36174788,0.449,0.032,II,https://asas-sn.osu.edu/variables/87343,2M,0.751097,1,V,0.20599999999999952
31850842,J032836.95-665513.7,52.15395,-66.92046,10.82,0.25,NON PERIODIC,ROT:,0.834,2458334.8767,4671085111189652480,3.573,12.005,8.20821,138.25,J032836.85-665512.4,9.448,0.543,-0.029,36343555,0.719,0.052,II,https://asas-sn.osu.edu/variables/166822,2M,1.201263,1,V,0.12199999999999989
31921921,J090742.79-443758.1,136.92831,-44.63281,7.48,0.47,289.449976,VAR,0.487,2457448.58641,5330841772046765056,-4.044,7.418,120.57281,3010.79,J090742.51-443756.9,6.779,-0.038,-0.072,40313503,0.158,1.696,II,https://asas-sn.osu.edu/variables/645786,2M,3.223574,1,V,0.7000000000000002
31925242,J033336.03-690058.4,53.40012,-69.01623,9.44,0.26,493.7833907,VAR,0.33,2456935.75386,4667255065513478144,79.373,86.323,128.45685,231.1,J033336.00-690058.5,8.544,0.14,-0.02,,,0.044,II,https://asas-sn.osu.edu/variables/86931,2M,1.43732,1,V,0.1899999999999995
31961007,J033949.69-682419.2,54.95704,-68.40534,12.32,0.13,2.1267735,EA,0.987,2458101.60997,4667346011445188608,11.17323,6.4552,31.18005,509.77,J033949.69-682419.2,11.228,0.326,-0.033,36327219,0.59,0.035,III,https://asas-sn.osu.edu/variables/AP36327219,2M,0.139154,1,V,0.07499999999999929
32000625,J034357.14-712844.4,55.98807,-71.479,11.78,0.07,0.7017654,EA,0.933,2458128.6003,4642053155197039616,13.36488,18.008,28.24201,265.69,J034357.10-712844.3,10.283,0.537,-0.037,36170235,0.71,0.042,III,https://asas-sn.osu.edu/variables/AP36170235,2M,0.216449,1,V,0.24300000000000033
32008233,J074655.59-093429.8,116.73164,-9.57495,13.69,0.26,NON PERIODIC,CV,,2457768.55131,3040914949554883584,-3.926,-10.783,23.42157,430.59,J074655.48-093430.6,13.475,0.288,0.194,20063725,0.153,0.141,II,https://asas-sn.osu.edu/variables/414359,2M,1.709969,1,V,0.30900000000000105
32035258,J034523.34-713926.1,56.34725,-71.65724,6.84,0.52,593.7040392,VAR,0.328,2456895.82986,4642000760892584960,20.966,42.938,36.33745,160.44,J034523.77-713928.8,6.519,-0.061,0.024,36169943,,0.07,II,https://asas-sn.osu.edu/variables/87574,2M,3.712797,1,V,0.5800000000000001
32053388,J035036.72-662039.6,57.65302,-66.34433,8.76,0.49,507.756791,VAR,0.288,2458009.86808,4669494873778739200,17.069,36.895,23.83567,123.7,J035036.72-662039.1,7.317,0.185,-0.082,36336736,0.355,0.076,II,https://asas-sn.osu.edu/variables/150926,2M,0.162413,1,V,0.7400000000000002
32093154,J035508.23-713559.3,58.78428,-71.59979,12.02,0.1,0.4018086,EW,0.583,2458148.66356,4665814602201952256,21.96558,34.098,99.19218,515.93,J035508.21-713559.2,10.979,0.313,-0.019,36319901,0.535,0.06,III,https://asas-sn.osu.edu/variables/AP36319901,2M,0.413884,1,V,0.39700000000000024
32200310,J220946.96-270401.5,332.44568,-27.06707,11.14,0.64,0.3604467,EW,1.0,2457870.86975,6619007776704670720,32.21,7.851,32.57522,207.29,J220946.96-270401.4,9.952,0.454,-0.04,58332898,0.795,0.025,V,https://asas-sn.osu.edu/variables/AP58332898,2M,0.440086,1,V,0.022999999999999687
32268776,J013501.02-295436.3,23.75423,-29.91007,7.87,0.52,145.2612665,VAR,0.665,2456930.71186,5022972468944971776,188.618,95.489,21.85433,21.81,J013501.15-295435.7,5.34,0.65,0.258,37520501,0.818,0.017,II,https://asas-sn.osu.edu/variables/93903,2M,1.094311,1,V,0.7599999999999998
32282599,J013523.68-350743.1,23.84867,-35.12863,12.05,0.8,0.6370744,RRAB,0.991,2457947.8239,5011834347435737088,36.255,-25.774,456.34906,2164.34,J013523.69-350742.8,11.231,0.284,-0.01,37497680,0.363,0.018,II,https://asas-sn.osu.edu/variables/166317,2M,0.518675,1,V,0.02999999999999936
32284829,J013711.41-345919.6,24.29753,-34.98877,11.23,0.97,0.4642635,EB,0.986,2457204.8242,5011852175845294080,21.753,-28.25,43.5569,257.73,J013711.44-345919.1,9.725,0.444,-0.024,37497705,0.727,0.016,II,https://asas-sn.osu.edu/variables/166319,2M,0.669758,1,V,0.20199999999999996
32398153,J014459.67-300334.4,26.24862,-30.05955,11.37,0.5,0.3773584,RRC,0.999,2457744.62427,5022411786734717952,-1.829,-35.585,313.72021,1857.48,J014459.66-300333.7,10.639,0.155,-0.02,37519503,0.22,0.015,II,https://asas-sn.osu.edu/variables/110194,2M,0.994977,1,V,0.02000000000000135
32543789,J053817.24-273115.2,84.57182,-27.52088,11.86,0.33,0.319117,EW,1.0,2457423.66214,2907617650219819520,29.902,-46.213,80.43616,308.3,J053817.22-273114.3,10.658,0.386,0.0,18487467,0.576,0.031,II,https://asas-sn.osu.edu/variables/146039,2M,1.468581,1,V,0.40000000000000036
32551761,J012330.27-135526.2,20.87613,-13.92395,8.94,0.65,NON PERIODIC,VAR,0.712,2456862.82168,2455527640297608192,63.353,-23.311,61.60233,192.52,J012330.28-135527.4,7.39,0.282,0.002,16585087,0.547,0.022,II,https://asas-sn.osu.edu/variables/175032,2M,1.080103,1,V,0.6199999999999992
32559254,J053934.11-250853.8,84.89212,-25.14827,8.67,0.98,NON PERIODIC,VAR,0.449,2457686.73817,2909237260914886144,1.363,7.161,15.48061,448.03,J053934.30-250853.6,8.154,-0.243,-0.043,18497723,-0.048,0.027,II,https://asas-sn.osu.edu/variables/146164,2M,2.036403,1,V,0.5600000000000005
32599603,J065722.65-011741.1,104.34439,-1.29475,9.48,0.92,NON PERIODIC,VAR,0.346,2457871.4956,,,,,,J065722.57-011746.1,10.593,0.528,0.003,21530280,0.205,2.127,II,https://asas-sn.osu.edu/variables/332741,2M,9.262881,1,V,0.5090000000000003
32636486,J114359.14-295159.7,175.99642,-29.86659,11.66,0.37,0.4000767,EW,1.0,2457090.81853,3480399608417014272,-1.179,5.734,11.02768,397.43,J114359.20-295159.7,10.508,0.306,-0.021,26037701,0.604,0.066,II,https://asas-sn.osu.edu/variables/99962,2M,0.757169,1,V,0.11700000000000088
32658723,J114509.22-255710.0,176.28842,-25.95279,12.34,0.25,5.5272402,EA,0.999,2457444.87948,3490655440564052480,-3.522,-10.255,27.75821,540.09,J114509.24-255709.9,11.15,0.31,-0.033,26095113,0.567,0.054,V,https://asas-sn.osu.edu/variables/AP26095113,2M,0.378977,1,V,0.10299999999999976
32702481,J054407.43-283637.7,86.03096,-28.61046,9.7,0.47,NON PERIODIC,VAR,0.57,2456877.90047,2904632162618374144,-43.912,3.464,15.72135,75.3,J054407.47-283637.9,8.166,0.531,-0.037,18464239,0.744,0.036,II,https://asas-sn.osu.edu/variables/59999,2M,1.096742,1,V,0.11999999999999922
32705970,J054413.38-260615.3,86.05573,-26.10425,10.96,0.29,501.623655,ROT:,0.835,2457418.63362,2914186098327720960,18.369,-32.151,13.14729,74.91,J054413.38-260615.0,9.194,0.726,-0.028,18544092,0.925,0.023,II,https://asas-sn.osu.edu/variables/142057,2M,0.592773,1,V,0.08900000000000041
33004581,J055208.43-274246.0,88.03511,-27.71279,12.37,0.23,0.6217768,EW,1.0,2457421.74218,2910742668427136000,2.302,4.891,34.61684,1351.02,J055208.41-274245.9,11.689,0.159,0.0,18511333,0.343,0.035,II,https://asas-sn.osu.edu/variables/142168,2M,0.145153,1,V,0.02400000000000091
33149129,J065936.81-004658.0,104.90336,-0.78277,9.88,0.56,NON PERIODIC,VAR,0.289,2457096.83292,3112251019146715136,7.928,-32.964,79.56985,495.13,J065936.73-004658.8,9.359,0.201,-0.028,21545902,0.321,0.697,II,https://asas-sn.osu.edu/variables/330614,2M,1.358746,1,V,0.0129999999999999
33194538,J070318.32-054416.3,105.82632,-5.73787,9.83,1.29,NON PERIODIC,ROT:,0.347,2457071.79717,3053264114407619584,3.883,9.486,13.46897,277.23,J070318.28-054415.5,7.783,0.699,-0.017,20323945,,1.074,II,https://asas-sn.osu.edu/variables/361408,2M,0.910335,1,V,0.34999999999999964
33419790,J054936.74-211424.1,87.4031,-21.24003,10.09,0.59,NON PERIODIC,VAR,0.415,2456862.92641,2965687497853331456,1.881,-10.828,15.31837,294.06,J054936.64-211422.8,8.973,0.25,-0.028,19245450,,0.048,II,https://asas-sn.osu.edu/variables/124566,2M,1.820596,1,V,0.07000000000000028
33522950,J055222.68-203559.5,88.09451,-20.59986,10.11,0.61,NON PERIODIC,L,1.0,2456975.70904,2965828235339056640,0.094,-3.359,22.49818,1412.5,J055222.61-203601.2,5.821,1.16,0.021,19246489,1.677,0.065,II,https://asas-sn.osu.edu/variables/124431,2M,100.053022,1,V,0.43900000000000006
33576348,J015200.01-280030.6,28.00005,-28.0085,10.02,0.68,NON PERIODIC,VAR,0.412,2456878.76005,5024267831081840640,55.708,58.12,85.89501,225.09,J015200.08-280031.1,8.78,0.386,-0.017,37522742,0.409,0.014,II,https://asas-sn.osu.edu/variables/110172,2M,1.200107,1,V,0.20699999999999896
33596460,J015535.83-243248.2,28.8993,-24.54671,12.29,0.32,0.4242403,EW,1.0,2457204.84375,5122106425875165184,4.602,-10.935,40.14658,713.91,J015535.84-243248.3,11.483,0.214,-0.006,37764149,0.394,0.013,II,https://asas-sn.osu.edu/variables/170044,2M,0.222463,1,V,0.02800000000000047
33601621,J061121.70-154731.7,92.84042,-15.79215,7.36,0.69,787.0662145,VAR,0.774,2456597.99819,2992781354145083392,0.0,-18.898,11.70945,130.72,J061121.75-154735.1,6.439,0.082,0.041,,,0.214,II,https://asas-sn.osu.edu/variables/144941,2M,3.35678,1,V,0.5800000000000001
33715938,J040402.79-742713.8,61.01162,-74.45382,10.95,0.34,NON PERIODIC,ROT:,0.322,2457845.47722,4629236113793068032,-1.515,21.627,34.3335,334.1,J040403.16-742712.6,9.674,0.336,-0.019,36105184,0.616,0.135,II,https://asas-sn.osu.edu/variables/170010,2M,1.773808,1,V,0.21099999999999852
33737236,J061212.67-121548.4,93.05279,-12.26344,9.22,0.54,NON PERIODIC,VAR,0.316,2456948.84435,2994874652485891072,-1.219,-12.83,17.29395,283.1,J061212.67-121546.3,7.939,0.256,-0.03,19430688,,0.425,II,https://asas-sn.osu.edu/variables/144911,2M,2.230798,1,V,0.3520000000000003
33742428,J061238.76-164836.6,93.16148,-16.81017,9.33,0.54,NON PERIODIC,ROT:,0.894,2457032.88235,2944608653059127808,10.051,51.027,34.66348,140.61,J061238.81-164835.8,7.178,0.753,0.054,19035432,,0.17,II,https://asas-sn.osu.edu/variables/171751,2M,0.818122,1,V,0.01699999999999946
33786334,J174816.81-450718.7,267.07003,-45.12187,14.0,0.39,2.035252,EA,0.997,2457847.88598,5954320562153606144,3.44,-2.684,48.16242,2328.76,J174816.94-450721.9,13.713,0.499,-0.073,,,0.26,II,https://asas-sn.osu.edu/variables/429853,2M,33.553825,1,V,0.8140000000000001
33807061,J165336.14-341446.6,253.40059,-34.24628,12.51,0.3,2.3827611,EA,0.99,2457566.66575,6026047645545568256,-17.797,-37.28,26.51603,135.42,J165336.01-341447.0,10.181,0.75,-0.026,53210884,1.188,0.612,V,https://asas-sn.osu.edu/variables/AP53210884,2M,1.975603,1,V,0.1980000000000004
33833289,J041431.02-754831.1,63.62926,-75.80863,7.72,0.61,NON PERIODIC,L,0.989,2456873.90115,4627983877424013312,19.864,10.311,36.95889,348.39,J041430.65-754828.3,4.134,1.121,0.252,36098763,1.662,0.094,II,https://asas-sn.osu.edu/variables/52126,2M,2.033431,1,V,0.47999999999999954
33833498,J041400.88-751332.6,63.50368,-75.22573,12.97,0.13,1.1511556,ROT,0.998,2457401.69232,4628388630845464576,38.30985,13.95,36.70517,189.93,J041400.88-751332.6,10.935,0.628,0.009,36101096,0.95,0.07,III,https://asas-sn.osu.edu/variables/AP36101096,2M,0.387872,1,V,0.053000000000000824
33834253,J041453.34-732137.8,63.72227,-73.36051,11.76,0.91,3.2321377,EA,1.0,2457126.47516,4653416302929033216,8.309,9.866,71.32633,1166.61,J041453.46-732137.3,10.837,0.34,-0.027,36231770,0.357,0.077,II,https://asas-sn.osu.edu/variables/177014,2M,0.552473,1,V,0.11700000000000088
33862174,J041950.63-774821.7,64.96096,-77.80603,12.23,0.75,1.4144835,EA,1.0,2457447.64391,4627523418274306048,1.6,8.547,38.43688,932.56,J041950.66-774821.0,11.116,0.412,-0.011,36096263,0.467,0.09,II,https://asas-sn.osu.edu/variables/52186,2M,0.570944,1,V,0.19000000000000128
33864387,J042139.05-723354.1,65.41269,-72.56504,13.55,0.12,4.6179897,ROT,0.999,2457933.95081,4653517316264299520,61.34,33.704,17.81451,53.7,J042139.20-723355.6,9.87,0.878,0.127,36232338,1.498,0.123,II,https://asas-sn.osu.edu/variables/176423,2M,1.906571,1,V,0.2569999999999997
33864821,J042235.82-720633.9,65.64927,-72.10943,14.45,0.2,0.810455,EA,0.879,2456831.95182,4653600814724548608,27.05847,34.163,35.12961,170.06,J042235.81-720633.8,11.401,0.848,0.004,36232732,1.415,0.121,III,https://asas-sn.osu.edu/variables/AP36232732,2M,0.312727,1,V,0.02999999999999936
34040141,J235522.27-261806.9,358.8428,-26.30192,12.42,0.73,0.7277743,RRAB,0.993,2458008.60833,2334529752915356160,9.679,-10.754,144.25025,2103.4,J235522.26-261807.2,11.697,0.328,-0.041,16306213,0.466,0.024,II,https://asas-sn.osu.edu/variables/208813,2M,0.220264,1,V,0.2759999999999998
34069197,J094438.26-455236.7,146.15941,-45.87687,12.01,0.78,0.5735101,RRAB,0.985,2458148.67862,5412243359495901184,-35.442,29.287,366.95575,1683.82,J094438.20-455236.7,11.15,0.389,-0.013,42048872,0.398,0.299,II,https://asas-sn.osu.edu/variables/285407,2M,0.402306,1,V,0.27999999999999936
34107676,J035814.30-074533.4,59.5596,-7.75927,12.5,0.24,0.3401512,EW,0.999,2457032.83018,3195212577372219392,3.984,4.946,22.07346,733.25,J035814.31-074533.5,11.211,0.341,-0.021,23037854,0.607,0.083,II,https://asas-sn.osu.edu/variables/175546,2M,0.29836,1,V,0.13599999999999923
34137913,J061729.04-120252.0,94.37098,-12.04779,12.43,0.4,0.0761523,HADS,1.0,2458152.87239,3000753981676048384,13.777,5.929,56.32911,792.32,J061729.01-120251.7,11.288,0.23,-0.005,19485149,0.467,0.509,II,https://asas-sn.osu.edu/variables/145082,2M,0.507889,1,V,0.3719999999999999
34145330,J040014.40-074601.0,60.06001,-7.76694,10.86,0.44,NON PERIODIC,VAR,0.302,2456920.7789,3196521030568578048,17.782,-33.141,49.85212,279.64,J040014.49-074600.2,9.865,0.366,-0.008,23042603,0.436,0.084,II,https://asas-sn.osu.edu/variables/175457,2M,1.575534,1,V,0.12199999999999989
34228656,J094619.34-425729.4,146.58057,-42.95818,10.35,0.23,0.3957524,EW,1.0,2458223.74564,5413201171553073152,11.487,-22.851,47.98296,395.8,J094619.33-425727.4,10.612,0.326,-0.015,42071313,0.489,0.418,II,https://asas-sn.osu.edu/variables/280598,2M,4.694871,1,V,0.42100000000000115
34236395,J040537.67-101245.8,61.40697,-10.21273,12.67,0.48,0.8793127,EA,0.997,2458032.98296,3190750999704606720,14.95,-2.823,20.81614,288.65,J040537.74-101245.2,11.047,0.614,-0.307,23022112,0.964,0.04,II,https://asas-sn.osu.edu/variables/212832,2M,1.343682,1,V,0.4410000000000007
34264274,J061914.63-144027.8,94.81095,-14.67439,11.95,0.36,1.2249955,EB,1.0,2458217.56023,2993376705336121344,2.433,-1.209,10.1771,790.28,J061914.63-144027.5,10.669,0.323,-0.018,19413151,0.593,0.235,II,https://asas-sn.osu.edu/variables/426729,2M,0.347545,1,V,0.027999999999998693
34274139,J040822.13-080428.7,62.09219,-8.07463,11.07,0.18,0.2100176,RRC,0.988,2457219.923,3195738659326652928,8.238,-12.175,28.98989,416.05,J040822.12-080428.8,10.143,0.241,-0.012,23039735,0.486,0.075,II,https://asas-sn.osu.edu/variables/166015,2M,0.146416,1,V,0.370000000000001
34368383,J062029.14-151217.7,95.1214,-15.20493,12.41,0.27,0.3779007,EW,0.999,2458227.53265,2945301620260762112,25.456,-17.205,61.79784,424.33,J062029.13-151217.2,11.053,0.413,-0.027,19043426,0.661,0.215,II,https://asas-sn.osu.edu/variables/426944,2M,0.733888,1,V,0.032999999999999474
34383246,J094640.83-450823.0,146.67013,-45.13972,12.52,0.21,2.1690436,EA,1.0,2458035.88389,5412383581587607552,-6.766,0.695,33.7297,1046.22,J094640.85-450823.1,11.44,0.227,-0.023,42052803,0.513,0.224,V,https://asas-sn.osu.edu/variables/AP42052803,2M,0.341257,1,V,0.0259999999999998
34512862,J053201.98-071525.1,83.00825,-7.25698,9.93,0.41,NON PERIODIC,VAR,0.664,2456858.93925,3016425247889950208,-15.631,-23.104,58.95298,445.86,J053201.97-071524.7,9.275,0.182,-0.033,19630470,0.236,0.221,II,https://asas-sn.osu.edu/variables/155458,2M,0.499491,1,V,0.057000000000000384
34720876,J202630.62-350030.5,306.6276,-35.00846,11.12,0.26,5.5631213,EA,1.0,2456841.74176,6696347149726185472,11.3,-8.254,35.99213,542.63,J202630.62-350030.4,10.252,0.307,-0.026,59028594,0.503,0.051,V,https://asas-sn.osu.edu/variables/AP59028594,2M,0.130304,1,V,0.05599999999999916
34845527,J062507.93-142848.0,96.28304,-14.48,10.64,0.24,NON PERIODIC,ROT:,0.474,2457829.5082,2951347147506754048,-4.349,3.411,10.63414,405.91,J062507.98-142848.3,9.632,0.269,-0.022,19140329,-0.538,0.231,II,https://asas-sn.osu.edu/variables/426550,2M,0.971172,1,V,0.18100000000000094
34978817,J031214.26+271524.5,48.0594,27.25681,6.47,0.64,NON PERIODIC,SXARI,,2456300.76609,118591610481186688,12.035,-18.791,13.11649,124.01,J031214.26+271524.8,5.929,-0.082,0.071,,,0.341,II,https://asas-sn.osu.edu/variables/83475,2M,0.592457,1,V,0.6899999999999995
35009375,J105905.97-033239.7,164.77486,-3.54435,9.93,0.72,NON PERIODIC,VAR,0.373,2457404.81762,3789589802929723392,-70.825,-89.191,201.5436,373.34,J105905.90-033239.5,8.97,0.273,-0.012,27131540,0.299,0.039,II,https://asas-sn.osu.edu/variables/311426,2M,1.077516,1,V,0.0860000000000003
35119266,J022153.08-174041.1,35.47115,-17.67809,11.66,0.69,0.3389613,EW,1.0,2458138.60203,5143716644019314688,-15.75,-32.509,48.57261,283.68,J022153.09-174041.0,10.289,0.554,0.054,37807939,0.866,0.037,II,https://asas-sn.osu.edu/variables/190258,2M,0.919054,1,V,0.08699999999999974
35166984,J064634.98-145528.4,101.64576,-14.92455,12.82,0.55,0.0953733,HADS,0.998,2457794.77913,2947530506428832768,1.092,-3.427,19.30722,1132.47,J064635.06-145528.5,11.635,0.307,-0.028,19073215,0.593,0.577,II,https://asas-sn.osu.edu/variables/418898,2M,1.096477,1,V,0.018000000000000682
35481236,J064752.54-164257.3,101.9689,-16.71593,10.4,1.26,NON PERIODIC,VAR,0.364,2458130.89418,2946311659129414144,-4.216,-6.011,14.02031,402.86,J064752.56-164256.4,9.601,0.271,-0.004,19057702,0.35,0.526,II,https://asas-sn.osu.edu/variables/425328,2M,0.997542,1,V,0.1850000000000005
35586307,J064857.71-150838.6,102.24045,-15.14406,6.17,0.82,NON PERIODIC,GCAS,0.43,2457481.57156,2948822157713652224,5.1,-14.151,87.87789,1232.53,J064857.74-150840.9,5.576,-0.004,0.147,,,0.792,II,https://asas-sn.osu.edu/variables/406946,2M,2.34581,1,V,0.7815799999999999
35635120,J064851.58-161804.8,102.2149,-16.30132,12.24,0.8,2.2913873,EA,0.996,2457686.82027,2946431235318861824,2.911,-19.826,38.68416,407.28,J064851.62-161803.9,10.194,0.751,0.027,19059122,0.912,0.636,II,https://asas-sn.osu.edu/variables/425628,2M,1.241402,1,V,0.07399999999999984
35743561,J023935.18-001543.6,39.89659,-0.2621,11.76,0.72,2.7207532,EA,0.999,2457790.56075,2498677866753952768,0.515,-5.868,29.45913,1055.08,J023935.20-001544.2,11.169,0.163,0.007,16688515,0.282,0.023,II,https://asas-sn.osu.edu/variables/261953,2M,0.753397,1,V,0.03399999999999892
35744583,J023925.21-051249.2,39.85504,-5.21368,12.04,0.1,2.0690336,ROT,0.998,2457699.90218,5179063636454451200,74.869,-0.966,33.29908,93.82,J023925.19-051249.3,9.644,0.734,-0.002,37893034,1.162,0.028,V,https://asas-sn.osu.edu/variables/AP37893034,2M,1.096372,1,V,0.022999999999999687
